,location,city,latitude,longitude
5135,Kachupura,Lahore,31.58263,74.33794499999999
5136,Hajvery Housing Scheme,Lahore,31.573161,74.448981
5140,Ghous Garden,Lahore,31.587474,74.475665
5142,Makki Complex,Lahore,31.452937,74.352108
5147,Ashiana-e-Quaid Housing Scheme,Lahore,31.42758284367,74.38569188118
5149,Johar Town,Lahore,31.469924,74.267278
5150,Ameer-ud-Din Park,Lahore,31.553707,74.40623000000001
5156,Judicial Colony,Lahore,31.468496,74.243803
5157,Punjab Govt Servant Society,Lahore,31.404876,74.164624
5159,Manga - Raiwind Road,Lahore,31.256298,74.21428
5160,EME Society,Lahore,31.427857,74.213576
5164,Millat Colony,Lahore,31.528256,74.358815
5171,Youhanabad,Lahore,31.411377,74.36525300000001
5172,Kahna Kacha,Lahore,31.367271,74.349266
5173,Mughalpura,Lahore,31.57402,74.385025
5177,Mansoorah,Lahore,31.493326387167,74.262320995331
5178,Wapda Town,Lahore,31.436646000000003,74.267135
5181,Askari,Lahore,31.536407,74.41604
5182,PIA Housing Scheme,Lahore,31.442348557848,74.276676177979
5183,Johar Town,Lahore,31.461578000000003,74.27003
5184,Awan Town,Lahore,31.503831,74.259778
5186,Garden Town,Lahore,31.500775,74.330184
5188,State Life Housing Society,Lahore,31.444078,74.40633000000001
5189,Jallo Park Road,Lahore,31.579016,74.48308
5192,Tajpura,Lahore,31.560372191090003,74.398512840271
5200,Cantt View Society,Lahore,31.483982720787,74.41556811354499
5204,Shalimar Town,Lahore,31.60092608916,74.389114379883
5207,Clifton Colony,Lahore,31.520824,74.30242
5209,DHA Defence,Lahore,31.527649,74.43790600000001
5210,Bahria Town,Lahore,31.389912,74.19049
5212,Garhi Shahu,Lahore,31.566533644797,74.341210126877
5217,OPF Housing Scheme,Lahore,31.416816,74.239085
5218,Cantt,Lahore,31.547839770437,74.38596680760399
5225,Harbanspura,Lahore,31.572262,74.4171
5228,Wapda Town,Lahore,31.421119,74.259839
5233,Gadap Town,Karachi,24.992308,67.074472
5236,DHA Defence,Karachi,24.781264191703,67.061357974744
5238,North Karachi,Karachi,24.950781365313,67.06619024276701
5240,Baloch Colony,Karachi,24.867372,67.08259100000001
5244,Jamshed Town,Karachi,24.864595,67.066124
5246,Malir,Karachi,24.895741,67.184951
5248,Gadap Town,Karachi,25.014062,67.058487
5249,Bahria Town Karachi,Karachi,24.995793,67.310906
5250,Bahria Town Karachi,Karachi,24.992776870728,67.306373596191
5251,Bahria Town Karachi,Karachi,25.000478744507,67.310752868652
5253,Gulberg Town,Karachi,24.945886611938,67.068878173828
5254,Gadap Town,Karachi,25.000722885132,67.11505126953101
5256,North Nazimabad,Karachi,24.937495289596,67.056451141834
5258,Mehmoodabad,Karachi,24.853864,67.075562
5263,North Nazimabad,Karachi,24.944397,67.041783
5265,Malir,Karachi,24.868605088863,67.17916488647501
5268,Cantt,Karachi,24.957832,67.19308000000001
5269,Shah Faisal Town,Karachi,24.880072,67.16251
5274,North Karachi,Karachi,24.962815663788,67.068028897047
5280,Scheme 33,Karachi,24.957134,67.16539
5281,Gadap Town,Karachi,24.964506,67.16860799999999
5283,Gadap Town,Karachi,25.035712185305,67.143330574036
5284,North Karachi,Karachi,24.953829,67.06203000000001
5286,University Road,Karachi,24.938991047894,67.153319120407
5291,Korangi,Karachi,24.829429,67.11941999999999
5306,Korangi,Karachi,24.842532288768,67.167542935795
5308,Gulshan-e-Iqbal Town,Karachi,24.920535,67.08312
5311,Gadap Town,Karachi,25.023415,67.138791
5312,Malir,Karachi,24.876195000000003,67.17996600000001
5313,Cantt,Karachi,24.927751,67.205143
5314,Korangi,Karachi,24.815112190253,67.119935005903
5316,Gadap Town,Karachi,25.032883,67.0572
5317,North Karachi,Karachi,24.966616,67.05098000000001
5318,North Karachi,Karachi,24.965722,67.048622
5321,Gadap Town,Karachi,25.031930735969,67.142815589905
5323,Nazimabad,Karachi,24.91964,67.023125
5326,North Karachi,Karachi,24.968241,67.054796
5328,Gadap Town,Karachi,25.013595,67.066727
5331,DHA Defence,Karachi,24.803243484755,67.060450315475
5336,Bahria Town Karachi,Karachi,25.1159,67.31694399999999
5337,Khuda Ki Basti,Karachi,25.03256,67.09482
5338,Lines Area,Karachi,24.866179,67.03944
5345,North Karachi,Karachi,24.996482,67.068129
5346,Gadap Town,Karachi,25.000722,67.115049
5348,DHA Defence,Karachi,24.751578,67.072125
5351,Gizri,Karachi,24.820393,67.0468
5352,Golimar,Karachi,24.89103,67.006905
5354,Scheme 33,Karachi,24.938913,67.140594
5358,Gulistan-e-Jauhar,Karachi,24.913043,67.13822900000001
5360,Shah Faisal Town,Karachi,24.879039,67.183363
5362,Tipu Sultan Road,Karachi,24.87612,67.08533
5363,Federal B Area,Karachi,24.945596,67.072513
5366,Jamshed Road,Karachi,24.891842829312,67.044955193996
5371,Gadap Town,Karachi,25.034973402308,67.143502235413
5373,Scheme 33,Karachi,24.968436,67.123975
5381,North Karachi,Karachi,24.970688,67.059021
5382,North Karachi,Karachi,24.961187851026,67.072955109179
5386,Manzoor Colony,Karachi,24.847422,67.082684
5397,I-13,Islamabad,33.623949655259,72.989501952688
5399,DHA Defence,Islamabad,33.526227,73.15298100000001
5405,I-10,Islamabad,33.643107532388,73.044050931931
5413,Jhangi Syedan,Islamabad,33.615592058865,72.937661111355
5414,New Shakrial,Islamabad,33.640419,73.110943
5415,F-11,Islamabad,33.683426000000004,72.980804
5416,I-13,Islamabad,33.597282718337,72.978782393038
5418,Bahria Town,Islamabad,33.680225,73.22201
5422,DHA Defence,Islamabad,33.536244,73.092213
5424,Bahria Town,Islamabad,33.695983482209,73.215739801526
5425,B-17,Islamabad,33.680640000000004,72.822189
5427,Arsalan Town,Islamabad,33.64249,73.21366
5429,Blue Area,Islamabad,33.713845,73.06097
5430,D-12,Islamabad,33.701707,72.956686
5434,I-8,Islamabad,33.667640000000006,73.06595
5444,PAF Tarnol,Islamabad,33.605559,72.846068
5446,Bahria Town,Islamabad,33.499174,73.143334
5447,G-9,Islamabad,33.694138,73.0362
5449,Motorway Chowk,Islamabad,33.631691,72.938467
5452,B-17,Islamabad,33.68821,72.830601
5453,Ghauri Town,Islamabad,33.616406,73.13066500000001
5454,I-13,Islamabad,33.622946,72.979603
5460,Lehtarar Road,Islamabad,33.65224,73.24008
5466,E-18,Islamabad,33.63263,72.846694
5468,E-18,Islamabad,33.628091999999995,72.862401
5470,Nisar Colony,Faisalabad,31.382149736422,73.067665100098
5474,Makkah Garden,Faisalabad,31.508298,73.067842
5478,Al Najaf Colony,Faisalabad,31.40288,73.122153
5479,Satiana Road,Faisalabad,31.356343100000004,73.1471193
5481,Nishatabad,Faisalabad,31.45173,73.117089
5482,Kareem Garden,Faisalabad,31.362637,73.14265999999999
5483,Ali Housing Colony,Faisalabad,31.40896,73.03757399999999
5484,Nisar Colony,Faisalabad,31.379581,73.06525400000001
5487,Millat Town,Faisalabad,31.488571338917,73.105339072645
5488,Canal Road,Faisalabad,31.429527,73.155624
5489,Khurianwala,Faisalabad,31.473553000000003,73.22925
5492,Wapda City,Faisalabad,31.502824,73.21435
5493,Nemat Colony No 2,Faisalabad,31.410645,73.126874
5495,Ismail Green Valley,Faisalabad,31.496821,73.113337
5496,Canal Expressway,Faisalabad,31.455928000000004,73.175679
5499,Dhamyal Road,Rawalpindi,33.556438852629,73.024669289589
5500,Chanman Abad,Rawalpindi,33.587435,73.012751
5505,Bakra Mandi,Rawalpindi,33.5725,73.038765
5507,Airport Housing Society,Rawalpindi,33.629155758734,73.160029985011
5514,Chaklala Scheme,Rawalpindi,33.586132805066,73.100892305374
5517,Bahria Town Rawalpindi,Rawalpindi,33.485577,73.08393000000001
5519,Jumma Market,Rawalpindi,33.652557,73.067955
5520,Misryal Road,Rawalpindi,33.588343184691,72.990208603442
5521,Kurri Road,Rawalpindi,33.635881398191,73.090796470642
5522,Satellite Town,Rawalpindi,33.632156,73.074342
5523,Adiala Road,Rawalpindi,33.549841332263,73.055076245237
5524,Quaid-e-Azam Colony,Rawalpindi,33.564963472203004,73.025822639465
5525,Transformer Chowk,Rawalpindi,33.633743978622,73.089008107781
5526,Commercial Market,Rawalpindi,33.586109,73.088359
5529,Rawat,Rawalpindi,33.480625152588,73.210739135742
5533,Adiala Road,Rawalpindi,33.510973,73.053189
5537,Bahria Town Rawalpindi,Rawalpindi,33.482606,73.092105
5544,Kalma Chowk,Rawalpindi,33.57258,73.03872
5545,Gulzar-e-Quaid Housing Society,Rawalpindi,33.600376000000004,73.13098000000001
5549,Bahria Town Rawalpindi,Rawalpindi,33.506301879883,73.068367004395
5559,Allama Iqbal Town,Lahore,31.504068,74.277176
5560,Harbanspura,Lahore,31.580619,74.42263100000001
5564,Gulfishan Colony,Lahore,31.54604683811,74.29310336709001
5566,DHA Defence,Lahore,31.462494,74.40934
5575,Gulberg,Lahore,31.513911,74.33971899999999
5577,Lake City,Lahore,31.348086,74.253625
5582,Gulberg Town,Karachi,24.928163,67.064295
5588,PAF Housing Scheme,Karachi,24.953678,67.18115999999999
5604,North Nazimabad,Karachi,24.952231,67.042321
5610,Surti Muslim Co-Operative Housing Society,Karachi,24.910215,67.198531
5614,Azam Town,Karachi,24.845215,67.071205
5618,Federal B Area,Karachi,24.922441,67.07363000000001
5622,Scheme 33,Karachi,24.959452,67.13266999999999
5624,Korangi Road,Karachi,24.844366,67.14688000000001
5628,KDA Scheme 1,Karachi,24.879856,67.09054
5629,Gadap Town,Karachi,25.000723,67.11505
5630,North Nazimabad,Karachi,24.922481,67.020292
5632,Liaquatabad,Karachi,24.907593949083,67.05677501857299
5642,Malir,Karachi,24.880029843586,67.196387350559
5644,Gulshan-e-Iqbal Town,Karachi,24.914867,67.08046
5648,DHA Defence,Karachi,24.786735,67.083292
5650,North Karachi,Karachi,24.959790542294,67.074202336371
5654,Clifton,Karachi,24.820432,67.029383
5655,North Karachi,Karachi,24.957127,67.073616
5656,Malir,Karachi,24.87767684416,67.182013392448
5657,North Nazimabad,Karachi,24.932405,67.030249
5661,North Nazimabad,Karachi,24.925361,67.039089
5668,Gulshan-e-Iqbal Town,Karachi,24.877599,67.082427
5672,Jamshed Town,Karachi,24.869111,67.060976
5673,Liaquatabad,Karachi,24.901424,67.024834
5676,Malir,Karachi,24.892198562622,67.173828125
5677,North Karachi,Karachi,24.966616,67.050978
5687,B-17,Islamabad,33.685511,72.815123
5694,Bhara kahu,Islamabad,33.76180267334,73.218421936035
5695,Bhara kahu,Islamabad,33.737403869629,73.179161071777
5696,B-17,Islamabad,33.673953999999995,72.810345
5698,Bani Gala,Islamabad,33.71349,73.16268000000001
5699,DHA Defence,Islamabad,33.533668138690004,73.146286010742
5711,Partab Nagar,Faisalabad,31.410645,73.061554
5716,Canal Road,Faisalabad,31.455826076718,73.175760805607
5717,Satiana Road,Faisalabad,31.372179,73.12559499999999
5719,Satiana Road,Faisalabad,31.41602,73.1149
5720,Rachna Town,Faisalabad,31.39108294645,73.115204572514
5721,Satiana Road,Faisalabad,31.375873,73.122096
5724,Johar Colony,Faisalabad,31.457626,73.106445
5728,Waris Pura,Faisalabad,31.381486,73.096232
5730,Dhandharan Chak 66 JB,Faisalabad,31.390352000000004,72.96848100000001
5737,Amin Town,Faisalabad,31.442092260267,73.125579357147
5742,Fazaia Colony,Rawalpindi,33.618783,73.115083
5743,Air Force Housing Society,Rawalpindi,33.622267,73.100574
5744,Bahria Town Rawalpindi,Rawalpindi,33.537281,73.10770500000001
5754,Model Town,Lahore,31.478891,74.329346
5765,Lahore - Jaranwala Road,Lahore,31.561062,74.182079
5766,EME Society,Lahore,31.447044,74.21109399999999
5786,DHA Defence,Karachi,24.825476253717,67.052357085049
5792,Malir,Karachi,24.956491470337,67.219337463379
5799,North Nazimabad,Karachi,24.945184,67.035747
5803,DHA Defence,Karachi,24.794214,67.06461
5808,DHA Defence,Karachi,24.819534238986,67.080556824149
5822,I-8,Islamabad,33.668495,73.07415999999999
5823,I-8,Islamabad,33.673782,73.0747
5824,I-8,Islamabad,33.66278,73.07779000000001
5825,G-13,Islamabad,33.656994,72.96495999999999
5836,DHA Defence,Islamabad,33.507335999999995,73.26610600000001
5840,I-8,Islamabad,33.67098,73.07911
5841,Imran Road,Faisalabad,31.429021,73.130914
5846,Nawaz Colony,Rawalpindi,33.594686,73.125371
5851,Bakra Mandi,Rawalpindi,33.572499,73.038762
5854,Al Rehman Garden,Lahore,31.593377,74.225249
5855,Sukh Chayn Gardens,Lahore,31.391084000000003,74.16011800000001
5858,DHA Defence,Lahore,31.52302,74.426107
5862,Canal Bank Housing Scheme,Lahore,31.57243347168,74.41300201416
5874,GT Road,Lahore,31.726,74.26163299999999
5878,Ferozepur Road,Lahore,31.329996,74.38056800000001
5879,Bahria Town,Lahore,31.389765,74.16595500000001
5880,Daroghewala,Lahore,31.589506,74.42215999999999
5881,DHA Defence,Lahore,31.486757278442003,74.40013122558601
5886,Lake City,Lahore,31.368185,74.24964
5888,Garrison Homes,Lahore,31.584485,74.48142800000001
5889,Raiwind Road,Lahore,31.318439,74.22528299999999
5898,DHA Defence,Lahore,31.463665,74.400616
5900,Omega Homes,Lahore,31.617847,74.217387
5901,Al Haram Garden,Lahore,31.321891,74.36551899999999
5907,West Wood Housing Society,Lahore,31.464663,74.2361
5914,DHA Defence,Karachi,24.805044174194,67.064323425293
5921,DHA Defence,Karachi,24.824093,67.0614
5923,Malir,Karachi,24.906942367554,67.20757293701199
5925,DHA Defence,Karachi,24.806193520758,67.06877613620699
5928,Gulshan-e-Iqbal Town,Karachi,24.91567,67.083626
5947,North Nazimabad,Karachi,24.941744,67.053635
5956,I-8,Islamabad,33.669136,73.06694
5961,Satiana Road,Faisalabad,31.381210311937,73.116688628596
5965,Bahria Town Rawalpindi,Rawalpindi,33.502002716064,73.074356079102
5967,Bahria Town Rawalpindi,Rawalpindi,33.500035,73.093929
5968,Ghaziabad,Rawalpindi,33.574537,73.023752
5969,Bahar Colony,Rawalpindi,33.561291,73.01735
5977,Johar Town,Lahore,31.477208,74.27839300000001
5981,DHA Defence,Lahore,31.44082,74.43858900000001
5983,DHA Defence,Lahore,31.44082,74.43859
5985,Eden,Lahore,31.458942,74.23114
5986,Shadman 1,Lahore,31.537359,74.33070699999999
5989,Walled City,Lahore,31.58727264,74.32105255
5990,Johar Town,Lahore,31.457624,74.284823
5991,Bahria Town,Lahore,31.375513,74.17274
5998,DHA Defence,Karachi,24.782215118408,67.07453918457
6000,KDA Scheme 1,Karachi,24.879857,67.090538
6008,DHA Defence,Karachi,24.790403414736,67.05405231407799
6010,Tariq Road,Karachi,24.871155,67.05957
6015,Gulshan-e-Iqbal Town,Karachi,24.874134,67.079988
6028,Bahria Town,Islamabad,33.488741999999995,73.132077
6038,Bahria Town,Islamabad,33.520816802979,73.122444152832
6045,I-8,Islamabad,33.66369,73.07776
6050,Lalarukh Colony,Rawalpindi,33.559778,73.01330899999999
6054,Bahria Town Rawalpindi,Rawalpindi,33.497684045373,73.076346004426
6073,Garden Town,Lahore,31.496274,74.315636
6079,Lahore - Islamabad Motorway,Lahore,31.613544300000004,74.2114715
6082,Allama Iqbal Town,Lahore,31.516070000000003,74.29349
6089,Bahria Orchard,Lahore,31.318814,74.218261
6097,Fazaia Housing Scheme,Lahore,31.369661,74.240912
6099,Gulshan-e-Iqbal Town,Karachi,24.92754,67.10440600000001
6101,Gadap Town,Karachi,25.022074,67.06647
6104,New Karachi,Karachi,24.990648,67.057843
6105,New Karachi,Karachi,24.987886,67.06333599999999
6106,North Nazimabad,Karachi,24.948942184448,67.045097351074
6108,Gadap Town,Karachi,25.017950057983,67.136390686035
6110,Civil Lines,Karachi,24.84567,67.030077
6112,Naya Nazimabad,Karachi,24.969255447388,67.03985595703101
6118,DHA Defence,Karachi,24.786735534668,67.083290100098
6124,Federal B Area,Karachi,24.931276,67.074873
6139,Simly Dam Road,Islamabad,33.737403869629,73.179161071777
6145,G-10,Islamabad,33.686638929543,73.019571664032
6150,F-7,Islamabad,33.717504531915004,73.055848761902
6161,Madina Town,Faisalabad,31.41764,73.1204
6162,Bahria Town Rawalpindi,Rawalpindi,33.49116,73.09325
6163,Bahria Town Rawalpindi,Rawalpindi,33.499873960678,73.093349642853
6189,Bahria Town,Lahore,31.352831,74.183353
6190,Cantt,Lahore,31.529092,74.382048
6195,Jubilee Town,Lahore,31.405041,74.193935
6196,Formanites Housing Scheme,Lahore,31.444911,74.42535500000001
6214,Central Park Housing Scheme,Lahore,31.320793151855,74.377853393555
6234,North Karachi,Karachi,24.968775,67.052061
6235,North Karachi,Karachi,24.965828,67.06251400000001
6245,North Nazimabad,Karachi,24.955324,67.05105999999999
6263,Park Road,Islamabad,33.66789,73.149333
6268,Spring Valley,Islamabad,33.73478,73.19554000000001
6273,Madina Town,Faisalabad,31.422211329829,73.119133338332
6281,Al-Haram City - Phase 2,Rawalpindi,33.440284000000005,73.070151
6284,Bahria Town Rawalpindi,Rawalpindi,33.482319,73.095295
6287,Bahria Orchard,Lahore,31.320069910259,74.209971620765
6293,Sukh Chayn Gardens,Lahore,31.393868,74.165769
6294,Wapda Town,Lahore,31.42837,74.268594
6310,Johar Town,Lahore,31.473987,74.283028
6313,Johar Town,Lahore,31.469082,74.25654899999999
6315,Bahria Town,Lahore,31.383720397949,74.186813354492
6317,State Life Housing Society,Lahore,31.444079,74.406323
6323,Defence Road,Lahore,31.39592,74.21050100000001
6324,Tariq Ismail Road,Lahore,31.429436,74.24382
6333,Gulshan-e-Iqbal Town,Karachi,24.924038,67.087233
6336,Malir Housing Scheme 1,Karachi,24.887538,67.427639
6354,DHA Defence,Karachi,24.82409286499,67.061401367188
6367,Gulshan-e-Iqbal Town,Karachi,24.978472,67.133074
6368,Gulshan-e-Iqbal Town,Karachi,24.878143310547,67.075073242188
6370,Scheme 33,Karachi,25.016272,67.113884
6374,Gulshan-e-Iqbal Town,Karachi,24.877949,67.08792700000001
6385,F-6,Islamabad,33.730907,73.074431
6389,DHA Defence,Islamabad,33.524224,73.161049
6390,DHA Defence,Islamabad,33.542039,73.093414
6395,E-11,Islamabad,33.700993,72.971492
6405,Eden Gardens,Faisalabad,31.46606,73.07194100000001
6411,Bahria Town Rawalpindi,Rawalpindi,33.53195,73.11521
6414,State Life Housing Society,Lahore,31.447008,74.400702
6425,Military Accounts Housing Society,Lahore,31.421228408813,74.28556060791
6431,College Road,Lahore,31.416235,74.28443399999999
6443,Allama Iqbal Town,Lahore,31.518118,74.288764
6445,Wapda Town,Lahore,31.442797,74.253488
6450,Johar Town,Lahore,31.46234703064,74.29364013671899
6464,Sabzazar Scheme,Lahore,31.524191,74.259582
6466,PIA Housing Scheme,Lahore,31.462347,74.29364
6469,Model Town,Lahore,31.483283,74.335728
6470,Allama Iqbal Town,Lahore,31.500848,74.272971
6480,Gulistan-e-Jauhar,Karachi,24.920965,67.12236999999999
6492,Cantt,Karachi,24.866717,67.089738
6498,Cantt,Karachi,24.957832,67.193077
6517,Gulistan-e-Jauhar,Karachi,24.929252,67.136679
6519,Scheme 33,Karachi,24.968102,67.17021700000001
6532,Bahria Town,Islamabad,33.689546,73.219049
6540,D-12,Islamabad,33.701637,72.94853
6547,Khayaban Gardens,Faisalabad,31.473328,73.089108
6548,Al Noor Garden,Faisalabad,31.421522140503,73.139778137207
6549,Al Noor Garden,Faisalabad,31.421522,73.13978
6550,Canal Park,Faisalabad,31.401257,73.080894
6552,Saeed Colony,Faisalabad,31.429304,73.12456999999999
6559,Bahria Town Rawalpindi,Rawalpindi,33.4966,73.109311
6561,Bahria Town Rawalpindi,Rawalpindi,33.550623,73.128176
6563,Bahria Town Rawalpindi,Rawalpindi,33.50113,73.11191600000001
6573,Muslim Nagar Housing Scheme,Lahore,31.351625,74.2299
6578,Gulbahar Colony,Lahore,31.500117,74.359753
6582,Sabzazar Scheme,Lahore,31.515411,74.25829399999999
6591,Bahria Orchard,Lahore,31.317348,74.206967
6594,Allama Iqbal Town,Lahore,31.508898,74.28335600000001
6600,Eden,Lahore,31.499348,74.41695899999999
6603,Model Town,Lahore,31.478379,74.319921
6606,Revenue Society,Lahore,31.448966,74.292209
6607,Johar Town,Lahore,31.465312,74.303584
6608,DHA Defence,Lahore,31.460224,74.417911
6614,PCSIR Staff Colony,Lahore,31.431054,74.291125
6628,Sheraz Town,Lahore,31.426300048828,74.289581298828
6631,Lahore - Jaranwala Road,Lahore,31.545518,74.167062
6633,Gulberg,Lahore,31.500775,74.34435400000001
6641,Muslimabad Society,Karachi,24.879255,67.049402
6651,Gadap Town,Karachi,25.027285,67.13131
6654,Gadap Town,Karachi,25.018199,67.13497199999999
6664,Scheme 33,Karachi,24.964886,67.175591
6680,G-8,Islamabad,33.697423,73.049555
6684,E-11,Islamabad,33.69996,72.970116
6689,Naval Anchorage,Islamabad,33.570809999999994,73.207288
6699,Bahria Town Rawalpindi,Rawalpindi,33.555450439453004,73.138221740723
6700,Bahria Town Rawalpindi,Rawalpindi,33.481568,73.066678
6709,Chaudhary Colony,Lahore,31.529861,74.303155
6732,Prime Homes 1,Lahore,31.427708000000003,74.24672199999999
6747,Bankers Co-operative Housing Society,Lahore,31.450522,74.394553
6748,Cantt,Lahore,31.490127,74.418805
6753,DHA Defence,Lahore,31.441186,74.443352
6755,Eden,Lahore,31.394088,74.367428
6758,Khayaban-e-Amin,Lahore,31.380093,74.264481
6760,DHA Defence,Lahore,31.475158,74.393277
6762,Nayyab Villas,Lahore,31.490163,74.385595
6766,Royal Residencia,Lahore,31.395979,74.313149
6768,Wapda Town,Lahore,31.435035,74.264131
6790,Clifton,Karachi,24.813927,67.01261
6805,Amir Khusro,Karachi,24.880714,67.080477
6810,Jamshed Town,Karachi,24.881220000000003,67.06025
6814,Clifton,Karachi,24.806292000000003,67.030456
6820,Gadap Town,Karachi,25.022482,67.12908
6832,CBR Town,Islamabad,33.559383000000004,73.141266
6839,Bhara kahu,Islamabad,33.735538,73.190968
6844,F-7,Islamabad,33.720556,73.06499000000001
6847,F-10,Islamabad,33.69153213501,73.00543212890601
6850,I-8,Islamabad,33.667640000000006,73.06594799999999
6856,Khayaban Colony,Faisalabad,31.427273,73.13589
6857,Misryal Road,Rawalpindi,33.602639031214,72.99645447772299
6858,Airport Housing Society,Rawalpindi,33.588570000000004,73.135339
6864,Tulsa Road,Rawalpindi,33.567665000000005,73.05286
6865,Bahria Town Rawalpindi,Rawalpindi,33.508588,73.07178499999999
6868,Kartar Pura,Rawalpindi,33.624836,73.0636
6893,Askari,Lahore,31.53316116333,74.419479370117
6914,Ali View Garden,Lahore,31.489322,74.40684399999999
6921,Allama Iqbal Town,Lahore,31.500849,74.27297
6940,Gadap Town,Karachi,25.046356,67.06668
6958,Bahria Town Karachi,Karachi,25.053043,67.342727
6966,Bahria Town Karachi,Karachi,25.067079,67.309986
7000,D-12,Islamabad,33.701706,72.95669000000001
7012,F-8,Islamabad,33.708954,73.04504399999999
7023,Kuri Road,Islamabad,33.68019,73.164505
7035,Bahria Town Rawalpindi,Rawalpindi,33.500966,73.078687
7051,Johar Town,Lahore,31.466337,74.25689200000001
7053,Gulberg,Lahore,31.538456,74.346857
7056,Architects Engineers Housing Society,Lahore,31.441113,74.25800799999999
7059,DHA 11 Rahbar,Lahore,31.385699,74.278343
7063,Wapda Town,Lahore,31.436719,74.24911
7098,Bahria Orchard,Lahore,31.306325912476,74.202781677246
7102,Gulberg,Lahore,31.521776199341,74.343536376953
7115,Gadap Town,Karachi,25.022073745728,67.06646728515601
7141,Gulistan-e-Jauhar,Karachi,24.907871,67.11526500000001
7144,Jamshed Town,Karachi,24.871447,67.05856999999999
7149,Clifton,Karachi,24.820432662964,67.02938079834
7161,Soan Garden,Islamabad,33.556774,73.15349599999999
7162,DHA Defence,Islamabad,33.478846999999995,73.047895
7170,Abdullah Garden,Islamabad,33.634773754186,72.98415184021
7208,Gulberg,Lahore,31.504947,74.352121
7224,Izmir Town,Lahore,31.411744,74.175997
7231,State Life Housing Society,Lahore,31.447081,74.396753
7235,Izmir Town,Lahore,31.423683,74.190931
7252,Green City,Lahore,31.521922,74.462242
7259,Al Rehman Garden,Lahore,31.595512,74.235439
7260,Al Rehman Garden,Lahore,31.598277000000003,74.232678
7261,Al Rehman Garden,Lahore,31.595434,74.23201
7262,Al Rehman Garden,Lahore,31.594039,74.227489
7266,Al Rehman Garden,Lahore,31.592828000000004,74.244089
7272,DHA Defence,Lahore,31.457149,74.415379
7318,North Nazimabad,Karachi,24.948477,67.05946999999999
7325,Bahria Town Karachi,Karachi,24.894075,67.02772
7340,CBR Town,Islamabad,33.55951,73.142402
7344,DHA Defence,Islamabad,33.525225,73.107147
7357,Eden Gardens,Faisalabad,31.425442,73.14508000000001
7359,Wapda City,Faisalabad,31.501141,73.21395600000001
7360,Canal Road,Faisalabad,31.429527,73.155627
7366,Bahria Town Rawalpindi,Rawalpindi,33.488368988037,73.094230651855
7391,IEP Engineers Town,Lahore,31.403832,74.297576
7393,PIA Housing Scheme,Lahore,31.45023,74.28174
7403,Green City,Lahore,31.519307,74.459388
7405,Saman Berg,Lahore,31.472548,74.30147
7418,Green Park,Lahore,31.503763,74.243489
7421,Lake City,Lahore,31.356129,74.256206
7432,Aashiana Road,Lahore,31.447884751852,74.387342643932
7433,DHA Defence,Lahore,31.46813,74.369545
7435,Architects Engineers Housing Society,Lahore,31.444298,74.259288
7457,Al Jalil Garden,Lahore,31.592657,74.215065
7474,DHA Defence,Karachi,24.785955429077,67.067497253418
7490,DHA Defence,Karachi,24.783856910596,67.05833467357701
7492,DHA Defence,Karachi,24.793068191982,67.0467159403
7495,Gulistan-e-Jauhar,Karachi,24.916185379028,67.13519287109399
7506,Federal B Area,Karachi,24.929408,67.08071
7519,DHA Defence,Islamabad,33.532523,73.163452
7527,CBR Town,Islamabad,33.559509277344,73.142402648926
7532,River Garden,Islamabad,33.551697,73.16601999999999
7561,Mohan Pura,Rawalpindi,33.609223,73.051007
7564,Bahria Town Rawalpindi,Rawalpindi,33.488788,73.07699000000001
7581,Johar Town,Lahore,31.458466,74.30014399999999
7611,Madina Homes,Lahore,31.425357,74.362532
7630,Johar Town,Lahore,31.466922,74.26980999999999
7633,Race Course Road,Lahore,31.549223,74.33247
7643,Ghaziabad,Lahore,31.554914,74.39199
7645,Model Town,Lahore,31.491115,74.332538
7655,Model Town,Lahore,31.472303390503,74.314002990723
7666,Atari Saroba,Lahore,31.429122,74.369925
7667,Al Rehman Garden,Lahore,31.595644,74.449954
7668,NFC 1,Lahore,31.416981,74.272506
7670,Samanabad,Lahore,31.541664,74.28766999999999
7672,Lalazar,Lahore,31.51563,74.28675
7673,Allama Iqbal Town,Lahore,31.515996,74.299664
7674,Paragon City,Lahore,31.531355,74.46305699999999
7688,Cantt,Lahore,31.488221390751,74.379077553749
7692,DHA Defence,Lahore,31.484747,74.401517
7694,Judicial Colony,Lahore,31.463042,74.253867
7697,DHA Defence,Karachi,24.810264587402,67.043548583984
7718,Navy Housing Scheme Karsaz,Karachi,24.898753393214,67.111841220963
7730,Fazaia Housing Scheme,Karachi,25.075633210646,67.10562157084699
7731,Fazaia Housing Scheme,Karachi,25.075652645912,67.105744587128
7751,Bahria Town,Islamabad,33.695972,73.215614
7752,I-8,Islamabad,33.673783,73.074703
7757,G-13,Islamabad,33.650459999999995,72.95663499999999
7761,Soan Garden,Islamabad,33.564284,73.14268100000001
7769,Pir Sohawa,Islamabad,33.788255,73.10694699999999
7775,Bahria Town,Islamabad,33.550838470459,73.106285095215
7789,Fateh Jang Road,Islamabad,33.423207,72.711861
7790,Mumtaz City,Islamabad,33.589205,72.86063399999999
7791,Burma Town,Islamabad,33.643635,73.125244
7792,CBR Town,Islamabad,33.559814,73.142939
