,location,city,latitude,longitude
2603,Multan Road,Lahore,31.532234000000003,74.28735
2604,DHA Defence,Lahore,31.484893,74.472342
2606,Beacon House Society,Lahore,31.361846000000003,74.22123
2609,Cavalry Ground,Lahore,31.496576331564,74.365671873093
2612,DHA Defence,Lahore,31.471864,74.39114599999999
2614,Allama Iqbal Town,Lahore,31.505504520659,74.284776449203
2615,Farooq Colony,Lahore,31.478049,74.361212
2616,Shadbagh,Lahore,31.601648,74.33513
2617,Wassanpura,Lahore,31.589794,74.3365
2619,New Super Town,Lahore,31.494517970324,74.37776863575
2620,Ali Alam Garden,Lahore,31.586244,74.461219
2621,Defence Road,Lahore,31.389839,74.285774
2622,New Muslim Town,Lahore,31.513709,74.315445
2623,Township,Lahore,31.448655,74.309635
2625,Askari,Lahore,31.460188,74.43245999999999
2626,Johar Town,Lahore,31.471498,74.252515
2627,Johar Town,Lahore,31.461578000000003,74.27002399999999
2628,Rufi Rose Petals,Karachi,24.954501477198,67.111160494387
2630,Gulistan-e-Jauhar,Karachi,24.910473,67.14195699999999
2633,Gulistan-e-Jauhar,Karachi,24.912026,67.13073299999999
2634,DHA Defence,Karachi,24.785955,67.067499
2635,Gulshan-e-Iqbal Town,Karachi,24.912128,67.099257
2638,National Highway,Karachi,24.862219,67.284222
2644,Cantt,Karachi,24.896247,67.087283
2647,North Nazimabad,Karachi,24.930511499762,67.047613598406
2650,Gulshan-e-Iqbal Town,Karachi,24.911536,67.132028
2653,Bahria Town Karachi,Karachi,25.113565,67.353811
2654,North Nazimabad,Karachi,24.936063,67.036128
2658,DHA Defence,Karachi,24.803730440848,67.06444144249001
2663,University Road,Karachi,24.938689465568,67.145529985428
2667,Nazimabad,Karachi,24.910824,67.03819
2668,North Nazimabad,Karachi,24.936895,67.049437
2670,Landhi,Karachi,24.83866,67.17456
2672,North Karachi,Karachi,25.016292,67.073539
2674,Scheme 33,Karachi,24.970264,67.12539
2676,Defence View Society,Karachi,24.840256,67.079061
2677,North Nazimabad,Karachi,24.945470025366003,67.036889791489
2678,Etawa Society,Karachi,25.0039,67.12267
2679,Gadap Town,Karachi,25.027284,67.13130799999999
2681,Fazaia Housing Scheme,Karachi,25.075881668591,67.10604786872901
2687,North Karachi,Karachi,24.992096,67.053795
2688,Baldia Town,Karachi,24.927471112389004,66.961004398763
2689,DHA Defence,Karachi,24.811562,67.043076
2690,DHA Defence,Karachi,24.815601838578,67.038016319275
2692,New Karachi,Karachi,25.002472,67.052693
2694,Federal B Area,Karachi,24.922442,67.073629
2695,Orangi Town,Karachi,24.96544,66.966348
2697,Sindh Industrial Trading Estate (SITE),Karachi,24.900451,67.013426
2700,I-8,Islamabad,33.668496999999995,73.07415999999999
2701,Meherban Colony,Islamabad,33.659008864893,73.162881843746
2705,Pakistan Town,Islamabad,33.565006,73.14586
2708,I-9,Islamabad,33.654249239214,73.05645346641501
2709,Bhara kahu,Islamabad,33.73552437689,73.232282996178
2713,D-12,Islamabad,33.697565000000004,72.944241
2719,Burma Town,Islamabad,33.640293967554,73.128819465637
2721,E-11,Islamabad,33.693852,72.970591
2723,Ghauri Town,Islamabad,33.619015000000005,73.126452
2725,DHA Defence,Islamabad,33.526401529606,73.176211416721
2728,Margalla Town,Islamabad,33.668603999999995,73.106169
2730,F-10,Islamabad,33.686996,73.00372
2731,F-10,Islamabad,33.686996,73.003721
2732,F-10,Islamabad,33.688440971519,73.00490006804499
2736,G-8,Islamabad,33.698065,73.044612
2738,Bani Gala,Islamabad,33.709553,73.158615
2740,DHA Defence,Islamabad,33.528374,73.171864
2741,I-14,Islamabad,33.6099,72.967384
2742,Ghauri Town,Islamabad,33.613116999999995,73.130905
2745,FECHS,Islamabad,33.570156097412,73.168388366699
2746,F-11,Islamabad,33.689282,72.988958
2750,I-10,Islamabad,33.647121169112,73.031754344702
2752,G-11,Islamabad,33.670024344215,72.990637086332
2753,G-13,Islamabad,33.650066375732,72.96368408203101
2755,Al Huda Town,Islamabad,33.641419,73.197355
2758,Meherban Colony,Islamabad,33.659174,73.150363
2759,G-15,Islamabad,33.625067860989,72.92455047369
2762,E-16,Islamabad,33.657246,72.88815
2768,I-13,Islamabad,33.619087,72.99797099999999
2771,National Police Foundation O-9,Islamabad,33.570792,73.13251
2772,Qutbal Town,Islamabad,33.628058,73.12750799999999
2773,Alipur Farash,Islamabad,33.650690000000004,73.202934
2774,Bani Gala,Islamabad,33.708260474582,73.146472759545
2775,Soan Garden,Islamabad,33.554951456109,73.161575105041
2776,Koral Town,Islamabad,33.60204,73.14197
2777,I-10,Islamabad,33.648922,73.038969
2780,Bahria Town,Islamabad,33.495254,73.124993
2782,Ghauri Town,Islamabad,33.614762248379,73.142091035843
2786,Ghauri Town,Islamabad,33.749464192326,73.061141967773
2790,C-18,Islamabad,33.668354,72.826567
2795,Gatwala Chowk,Faisalabad,31.466749,73.19184200000001
2796,Four Season Housing,Faisalabad,31.343191,73.06478
2797,Lasani Town,Faisalabad,31.463701,73.077271
2800,Raza Abad,Faisalabad,31.427881240845,73.046173095703
2801,Valencia Gardens,Faisalabad,31.350448,73.059597
2802,Allama Iqbal Colony,Faisalabad,31.386358,73.083158
2803,Citi Housing Society,Faisalabad,31.418116,73.07752099999999
2804,Bakar Mandi Road,Faisalabad,31.41630331068,73.03860068321201
2806,Nazimabad Villas,Faisalabad,31.40258,73.06144
2807,Nighabanpura,Faisalabad,31.434668,73.10876400000001
2810,Satiana Road,Faisalabad,31.381533,73.12834000000001
2811,Khayaban Colony 2,Faisalabad,31.426493402515,73.130439519882
2812,Kashmir Road,Faisalabad,31.446369,73.127801
2814,Ravi Gardens,Faisalabad,31.383831,73.13379
2815,Samundari Road,Faisalabad,31.375078,73.061673
2816,Jaranwala Road,Faisalabad,31.403427,73.138339
2818,Muslim Town,Faisalabad,31.461541,73.086584
2820,Green View Colony,Faisalabad,31.445021,73.071737
2821,Air Avenue City,Faisalabad,31.391487,72.995389
2823,Latif Garden,Faisalabad,31.475466831044,73.164352029562
2824,Faisal Gardens,Faisalabad,31.463152,73.173137
2826,Al Noor Garden,Faisalabad,31.421522,73.139779
2827,Dhanola,Faisalabad,31.510399,73.10851
2831,Canal Road,Faisalabad,31.452389,73.170218
2833,Aslam Shaheed Road,Rawalpindi,33.570273612139,73.04652929306
2834,Adiala Road,Rawalpindi,33.536400784652,73.053146973252
2836,Quaid-e-Azam Colony,Rawalpindi,33.564463,73.021138
2838,Dhok Paracha,Rawalpindi,33.640455,73.08409499999999
2839,Allahabad Road,Rawalpindi,33.614262,73.007731
2840,Rawat,Rawalpindi,33.478927731863,73.204747438431
2841,Aslam Shaheed Road,Rawalpindi,33.567813,73.047253
2843,Bahria Town Rawalpindi,Rawalpindi,33.487768696605,73.091665506363
2847,Khayaban-e-Sir Syed,Rawalpindi,33.635153391841,73.04578833282
2849,Cricket Stadium Road,Rawalpindi,33.681293,73.08114599999999
2852,Bahria Town Rawalpindi,Rawalpindi,33.502003,73.07435600000001
2854,Sarafa Bazar,Rawalpindi,33.617090000000005,73.05976
2856,Gulshan-e-Iqbal,Rawalpindi,33.551193,73.02616
2866,Kurri Road,Rawalpindi,33.63588,73.0908
2868,Girja Road,Rawalpindi,33.564922,72.99356
2869,Defence Road,Rawalpindi,33.536816067733,73.101267814636
2871,Rawat,Rawalpindi,33.4897,73.1969
2873,Bahria Town Rawalpindi,Rawalpindi,33.48879,73.07699000000001
2874,Khayaban-e-Tanveer,Rawalpindi,33.584546,73.09964699999999
2877,Bahria Town Rawalpindi,Rawalpindi,33.498630751597,73.10488343238801
2886,Banaras Colony,Rawalpindi,33.591484,73.102738
2889,Misryal Road,Rawalpindi,33.602871,73.002551
2890,Bahria Town Rawalpindi,Rawalpindi,33.562853999999994,73.11650300000001
2897,Wazir Town,Rawalpindi,33.595514,73.11675699999999
2898,Asghar Mall Road,Rawalpindi,33.627636254825,73.06057333946201
2899,Dhoke Munshi Khan,Rawalpindi,33.639383,73.07736
2900,Airport Housing Society,Rawalpindi,33.596452,73.13076099999999
2907,Awan Town,Rawalpindi,33.621909748311,72.98872232437101
2908,Nussah Town,Rawalpindi,33.621409,73.109972
2911,Tajpura,Lahore,31.558031,74.409584
2912,Bhagatpura,Lahore,31.604855,74.351177
2916,Sabzazar Scheme,Lahore,31.521923,74.26544
2919,Gulshan-e-Ravi,Lahore,31.55283,74.276376
2920,Farooq Colony,Lahore,31.478048,74.36121
2928,Allama Iqbal Town,Lahore,31.503190000000004,74.269953
2929,Eden,Lahore,31.382355821517,74.25334095954899
2933,Park View Villas,Lahore,31.453876647249,74.195786118507
2935,Cavalry Ground,Lahore,31.500557,74.36773000000001
2948,Gulberg,Lahore,31.505678000000003,74.348206
2952,Al-Falah Cooperative Housing Society,Lahore,31.398386,74.494251
2954,Askari,Lahore,31.542992,74.37795600000001
2955,Harbanspura,Lahore,31.577123834786,74.419293254614
2956,Harbanspura,Lahore,31.577173535058,74.419338516891
2957,Gulberg,Lahore,31.505386,74.35534
2958,DHA Defence,Lahore,31.467069,74.416108
2961,Bahria Town,Lahore,31.363129,74.18333
2962,Lake City,Lahore,31.359647,74.253073
2964,Shah Jamal,Lahore,31.528032,74.33006
2969,Palm Villas,Lahore,31.586252,74.48906
2970,Allama Iqbal Intl Airport,Lahore,31.521482,74.4068
2971,TECH Society,Lahore,31.484967,74.28000899999999
2976,Marghzar Officers Colony,Lahore,31.499386,74.24853
2979,Lahore Press Club Housing Scheme,Lahore,31.577696814483,74.449734985828
2983,Peer Colony,Lahore,31.483795,74.3649
2984,State Life Housing Society,Lahore,31.442248,74.402375
2993,Cantt,Lahore,31.55272,74.377098
2994,Gulberg,Lahore,31.514011,74.355228
2995,Multan Road,Lahore,31.489720062745,74.263271090253
2997,Military Accounts Housing Society,Lahore,31.421742,74.282985
3001,Johar Town,Lahore,31.462355912221,74.295054674149
3002,Jora Pull,Lahore,31.548706365858003,74.404091835022
3004,Krishan Nagar,Lahore,31.56742,74.29189699999999
3006,DHA Defence,Lahore,31.469708295993,74.37176015228
3007,Architects Engineers Housing Society,Lahore,31.439959,74.260408
3012,Rehan Garden,Lahore,31.346948351096,74.380509853363
3013,Mansoorah,Lahore,31.485158716627,74.26362991333
3015,State Life Housing Society,Lahore,31.442857,74.39642099999999
3021,Outfall Road,Lahore,31.5742,74.294958
3022,Royal Garden,Lahore,31.573791,74.45408
3026,DHA Defence,Lahore,31.459491,74.39529399999999
3029,DHA Defence,Lahore,31.468862,74.463358
3035,Super Town,Lahore,31.492578,74.373529
3040,Bait-ul-Raza Colony,Lahore,31.530263,74.28843499999999
3042,Wapda Town,Lahore,31.434523,74.26615
3043,Bahria Town,Lahore,31.386395,74.18310600000001
3046,Wapda Town,Lahore,31.434156,74.272113
3047,Sabzazar Scheme,Lahore,31.520897583668,74.272709861398
3049,Faisal Town,Lahore,31.477632552473,74.30286090821001
3050,Eden,Lahore,31.458942,74.231143
3053,Shadbagh,Lahore,31.608236,74.3405
3054,Ferozepur Road,Lahore,31.433918,74.362481
3056,Johar Town,Lahore,31.453378000000004,74.289808
3057,Hamza Town,Lahore,31.412439000000003,74.355361
3061,Wapda Town,Lahore,31.437652587891,74.258758544922
3065,Harbanspura,Lahore,31.575684000000003,74.42361
3066,Real Cottages,Lahore,31.488004,74.408813
3068,Main Canal Bank Road,Lahore,31.394581,74.286245
3069,Punjab Coop Housing Society,Lahore,31.458979,74.373565
3073,Thokar Niaz Baig,Lahore,31.470693588257,74.241355895996
3076,Tajpura,Lahore,31.562141136739,74.400717951357
3078,Garrison Homes,Lahore,31.555603,74.41925
3082,Ferozepur Road,Lahore,31.433918,74.36248
3087,DHA Defence,Lahore,31.470949,74.375038
3088,Bhogiwal Road,Lahore,31.58606,74.368887
3089,Walton Road,Lahore,31.488223677998,74.367291927338
3090,Township,Lahore,31.451803,74.31043000000001
3091,Architects Engineers Housing Society,Lahore,31.443748,74.259155
3092,State Life Housing Society,Lahore,31.44708,74.39675
3093,DHA Defence,Lahore,31.471865,74.39114000000001
3095,Ghaziabad,Lahore,31.557474,74.39511
3097,PIA Housing Scheme,Lahore,31.444847,74.27602399999999
3108,Al-Falah Cooperative Housing Society,Lahore,31.398386,74.49425
3113,GT Road,Lahore,31.597240000000003,74.47459
3114,Makkah Colony,Lahore,31.499751,74.355125
3117,DHA Defence,Lahore,31.443859000000003,74.44051999999999
3119,Pak Park,Lahore,31.505956167403003,74.24393445253399
3128,Nabi Pura,Lahore,31.569904,74.39615
3129,Ali Town,Lahore,31.463563,74.245571
3130,Zaitoon - New Lahore City,Lahore,31.350234000000004,74.136994
3131,Samanabad,Lahore,31.536741,74.30891
3132,Cantt,Lahore,31.496091,74.406009
3135,Wapda Town,Lahore,31.42881,74.253917
3138,Khayaban-e-Quaid,Lahore,31.493298,74.24715400000001
3139,OPF Housing Scheme,Lahore,31.422876,74.23702
3141,Bedian Road,Lahore,31.473475,74.429565
3143,Wahdat Road,Lahore,31.506008,74.29315600000001
3149,Gulshan-e-Iqbal Town,Karachi,24.91567,67.083628
3151,Federal B Area,Karachi,24.932755,67.06581800000001
3152,Gulshan-e-Iqbal Town,Karachi,24.899945,67.07907900000001
3153,Shahra-e-Faisal,Karachi,24.86965635642,67.193069458008
3155,Korangi,Karachi,24.829508,67.13991999999999
3159,DHA Defence,Karachi,24.794215,67.06461
3160,Gulistan-e-Jauhar,Karachi,24.933767,67.13675400000001
3162,Gulistan-e-Jauhar,Karachi,24.904693,67.12281
3163,Scheme 33,Karachi,24.962736,67.12857
3165,Aisha Manzil,Karachi,24.927498,67.064165
3167,Gulistan-e-Jauhar,Karachi,24.911038,67.141385
3168,Gadap Town,Karachi,25.033874029078003,67.06072691828
3169,Navy Housing Scheme Karsaz,Karachi,24.89865,67.111458
3171,Scheme 33,Karachi,24.9494535518,67.15837776660901
3174,Landhi,Karachi,24.833840088235,67.176525592804
3175,North Karachi,Karachi,24.965721,67.04862
3176,Abul Hassan Isphani Road,Karachi,24.941934172942,67.10292108357
3178,Abid Town,Karachi,24.924261,67.082495
3180,Karachi Motorway,Karachi,24.991279,67.174987
3181,University Road,Karachi,24.938124,67.1485
3182,Gulshan-e-Iqbal Town,Karachi,24.928318,67.092855
3184,Korangi,Karachi,24.82865,67.103448
3186,DHA Defence,Karachi,24.819443487070004,67.080625891685
3189,Federal B Area,Karachi,24.938181455768,67.08281826227899
3190,Clifton,Karachi,24.832545,67.035949
3193,Malir,Karachi,24.906942,67.207571
3194,Bin Qasim Town,Karachi,24.869228,67.352529
3195,Shahra-e-Faisal,Karachi,24.895468,67.177091
3199,Gulberg Town,Karachi,24.920136,67.071855
3200,Shah Faisal Town,Karachi,24.879857,67.169895
3205,Malir,Karachi,24.891318507565,67.188022881746
3207,Gadap Town,Karachi,25.033194,67.069988
3208,Defence View Society,Karachi,24.842593,67.082494
3209,Saadi Road,Karachi,24.946106,67.162806
3210,Scheme 33,Karachi,24.938913345337,67.140594482422
3213,Scheme 33,Karachi,24.92872,67.11114
3214,Gadap Town,Karachi,25.029539,67.07325
3215,Orangi Town,Karachi,24.93758,66.994801
3217,Shahra-e-Faisal,Karachi,24.866563,67.07996999999999
3219,Scheme 33,Karachi,24.939740136282,67.153115272522
3220,DHA Defence,Karachi,24.782507120143,67.08581328391999
3221,Malir,Karachi,24.884765,67.189044
3227,Bin Qasim Town,Karachi,24.832467,67.24173499999999
3228,Saddar Town,Karachi,24.83792,67.023168
3232,Surti Muslim Co-Operative Housing Society,Karachi,24.910215377808,67.198532104492
3237,Bilal Town,Karachi,24.876259,67.17116700000001
3238,North Karachi,Karachi,24.967318101059,67.070331573486
3240,Nazimabad,Karachi,24.919417676027003,67.03329898417
3241,Naval Housing Scheme,Karachi,24.838338851929,67.05574798584
3243,Nazimabad,Karachi,24.912083,67.02454
3245,Bin Qasim Town,Karachi,24.869228,67.35253
3246,Gulberg Town,Karachi,24.916254,67.063501
3248,D-12,Islamabad,33.704068392058,72.95312371105
3251,Ghauri Town,Islamabad,33.624763277902005,73.139608316123
3256,F-10,Islamabad,33.695858,73.00576
3257,Chak Shahzad,Islamabad,33.692731451931,73.220126219094
3259,Royal City,Islamabad,33.646113,73.236695
3263,Airport Enclave,Islamabad,33.598178000000004,72.85235899999999
3265,Emaar Canyon Views,Islamabad,33.51893,73.18469
3266,E-11,Islamabad,33.699440407742,72.966207526624
3273,F-10,Islamabad,33.69535,73.00698
3274,G-11,Islamabad,33.669533,73.000073
3275,Soan Garden,Islamabad,33.564426,73.157104
3277,G-8,Islamabad,33.698067,73.04460999999999
3281,I-9,Islamabad,33.657424,73.062601
3285,Burma Town,Islamabad,33.640377,73.12883000000001
3290,Spring Valley,Islamabad,33.73478,73.195541
3294,Islamabad - Murree Expressway,Islamabad,33.78817153559,73.268036842346
3295,Bahria Town,Islamabad,33.679226,73.20823399999999
3296,DHA Defence,Islamabad,33.533668,73.146286
3299,IJP Road,Islamabad,33.635399,73.03257099999999
3303,Iqbal Town,Islamabad,33.647564,73.104529
3307,Madina Town,Islamabad,33.583344,73.151583
3312,Bhara kahu,Islamabad,33.735296860315,73.207794427872
3314,Khurianwala,Faisalabad,31.48564362765,73.265290260315
3316,Shadman Colony,Faisalabad,31.400132679783,73.114604093134
3317,Millat Town,Faisalabad,31.487946634779,73.103819265962
3319,Shadab Colony,Faisalabad,31.405590000000004,73.03594
3321,Millat Town,Faisalabad,31.493164,73.10263
3324,Khayaban Colony 2,Faisalabad,31.427601,73.13118
3325,New Garden Town,Faisalabad,31.392599684437,73.10763135552399
3327,Satiana Road,Faisalabad,31.390066,73.131186
3328,Rehmania Town,Faisalabad,31.407885,73.06531
3334,Peoples Colony No 1,Faisalabad,31.398441,73.112144
3335,Chenab Gardens,Faisalabad,31.346967,73.07770699999999
3336,Sir Syed Town,Faisalabad,31.405004,73.07795
3337,Millat Town,Faisalabad,31.494763260749,73.109641671181
3340,Bahria Town Rawalpindi,Rawalpindi,33.495740999999995,73.074703
3342,Adiala Road,Rawalpindi,33.538210018158004,73.053667992353
3345,Satellite Town,Rawalpindi,33.628860123384,73.068531453609
3347,Sadiqabad,Rawalpindi,33.631751108806,73.08945402503001
3350,Chakri Road,Rawalpindi,33.548110108192,73.008538484573
3351,Bahria Town Rawalpindi,Rawalpindi,33.55055,73.112844
3355,Bahria Town Rawalpindi,Rawalpindi,33.48837,73.09423000000001
3356,Misryal Road,Rawalpindi,33.5955,73.00622
3357,Dhoke Hassu,Rawalpindi,33.049786,73.120357
3360,Bahria Town Rawalpindi,Rawalpindi,33.498594964527,73.104969263077
3361,Range Road,Rawalpindi,33.598919489075,73.02090883255
3363,Askari 14,Rawalpindi,33.543003000000006,73.06756999999999
3364,Satellite Town,Rawalpindi,33.636696490023,73.063596189022
3365,Peshawar Road,Rawalpindi,33.600930152802,73.01566243171699
3367,Misryal Road,Rawalpindi,33.600513,72.99803
3372,Adiala Road,Rawalpindi,33.546375,73.06179
3374,Westridge,Rawalpindi,33.617909999999995,73.01435
3375,Wah Link Road,Rawalpindi,33.742691,72.731802
3379,Bahria Town Rawalpindi,Rawalpindi,33.489746000000004,73.079553
3380,Islamabad Highway,Rawalpindi,33.600268,73.12944300000001
3393,Dhoke Gangal,Rawalpindi,33.499095000000004,72.980756
3394,Gulraiz Housing Scheme,Rawalpindi,33.5628,73.10715
3399,Peshawar Road,Rawalpindi,33.602665,73.0302
3401,Dhok Gujran,Rawalpindi,33.599194,72.99088
3402,Gulshan-e-Saeed,Rawalpindi,33.553055,73.00927
3412,Media Town,Rawalpindi,33.557847015081,73.127982616425
3415,Punjab University Employees Society,Lahore,31.426905,74.24054100000001
3416,College Road,Lahore,31.444257037431,74.291680455208
3418,DHA Defence,Lahore,31.474865,74.45074100000001
3421,Ahmad Avenue,Lahore,31.44525,74.292762
3422,Shahdara,Lahore,31.65536091233,74.26634699106201
3423,Johar Town,Lahore,31.469082,74.26615
3426,Allama Iqbal Town,Lahore,31.509557,74.28893599999999
3427,Aashiana Road,Lahore,31.437030239418,74.359271116555
3428,Sufiabad,Lahore,31.424855,74.36697
3429,Mehar Fayaz Colony,Lahore,31.576632,74.405162
3439,Judicial Colony,Lahore,31.463041,74.25386999999999
3443,Al Rehman Garden,Lahore,31.598824,74.22822
3447,Sanda,Lahore,31.565455,74.283714
3449,Al Noor Town,Lahore,31.475706524029004,74.358226228505
3451,Bahria Town,Lahore,31.381706,74.1953
3453,Wapda Town,Lahore,31.431739,74.261127
3454,Gosha-e-Ahbab,Lahore,31.484161,74.27757700000001
3456,Lahore Cantt Coop Housing,Lahore,31.48493,74.39803
3458,Gulshan-e-Ravi,Lahore,31.555122,74.2828
3460,Walton Railway Officers Colony,Lahore,31.488232826986,74.355857670307
3461,Model Town,Lahore,31.482368,74.310751
3465,Paragon City,Lahore,31.577340000000003,74.48444
3466,T & T Aabpara Housing Society,Lahore,31.413355,74.23993
3469,Mughalpura,Lahore,31.576049,74.384294
3471,Cantt,Lahore,31.50341,74.382491
3478,Al-Raheem Garden,Lahore,31.596604,74.473726
3480,Ashiana-e-Quaid Housing Scheme,Lahore,31.427359000000003,74.38441
3482,Chungi Amar Sadhu,Lahore,31.443694108646003,74.360951185226
3486,Kot Lakhpat,Lahore,31.458838,74.33375
3488,Multan Road,Lahore,31.497251006778,74.247056543827
3489,Defence Road,Lahore,31.396372,74.231669
3491,Shah Jamal,Lahore,31.524839908152,74.32510614395099
3495,Architects Engineers Housing Society,Lahore,31.483758293205,74.29150208830801
3496,Faiz Bagh,Lahore,31.583141,74.33332
3499,Al Jannat Housing Scheme,Lahore,31.431347,74.22012
3500,Sui Gas Housing Society,Lahore,31.455465000000004,74.399142
3501,Manzoor Colony,Lahore,31.564183,74.421104
3503,Valencia Housing Society,Lahore,31.409896000000003,74.251543
3506,Jaffaria Colony,Lahore,31.538164,74.28054
3507,Model Town,Lahore,31.470840000000003,74.322365
3510,PCSIR Housing Scheme,Lahore,31.481087,74.274952
3511,Township,Lahore,31.449359893799,74.311874389648
3514,Cavalry Ground,Lahore,31.496800644638,74.362007760792
3532,Lahore Garden Housing Scheme,Lahore,31.590554,74.208219
3533,Walton Railway Officers Colony,Lahore,31.487894,74.35598399999999
3537,Cantt,Lahore,31.496092,74.406006
3542,Sham Nagar,Lahore,31.555758,74.29734
3543,Cantt,Lahore,31.516277,74.41346999999999
3545,Jallo,Lahore,31.595726000000003,74.50145
3548,Canal Garden,Lahore,31.39471,74.17739
3552,Punjab Coop Housing Society,Lahore,31.458503000000004,74.37035999999999
3557,Johar Town,Lahore,31.466557,74.25498
3564,Mozang,Lahore,31.549136,74.31511400000001
3567,Bahria Town,Lahore,31.390241671444,74.165053367615
3570,Askari,Lahore,31.498507,74.339025
3573,Gulberg,Lahore,31.522069,74.346113
3577,New Super Town,Lahore,31.493894735346,74.37879893928799
3578,Gulfishan Colony,Lahore,31.546692,74.29316999999999
3579,Ichhra,Lahore,31.531384359568,74.322153031826
3582,Askari,Lahore,31.536408,74.416037
3588,Rizwan Garden Scheme,Lahore,31.584568,74.47378
3589,Bahria Town,Lahore,31.389728790769,74.177938699722
3590,Tajpura,Lahore,31.559001749378,74.41088117659099
3591,Bahria Town,Lahore,31.367452413618,74.183002710342
3594,DHA Defence,Lahore,31.48116,74.45679200000001
3595,Eden Villas,Lahore,31.460820472255,74.229812927224
3596,Zaheer Villas,Lahore,31.41693,74.287384
3597,Chohan Road,Lahore,31.565908,74.288958
3599,Saggian Wala Bypass Road,Lahore,31.598822,74.253586
3603,Harbanspura,Lahore,31.57568359375,74.423606872559
3604,Marghzar Officers Colony,Lahore,31.501168029151,74.243078157306
3605,Gul-e-Damin,Lahore,31.426686,74.284644
3606,Defence Road,Lahore,31.395119,74.21149399999999
3609,PASSCO Housing Society,Lahore,31.463041,74.25386999999999
3611,DHA Defence,Lahore,31.48116,74.456795
3615,Sufiabad,Lahore,31.424854,74.36697
3616,Ittifaq Town,Lahore,31.492212,74.251015
3619,Al Faisal Town,Lahore,31.545295939246,74.405247867107
3621,Korangi,Karachi,24.8323,67.15943
3623,Liaquatabad,Karachi,24.903253555298,67.052276611328
3625,Gulberg Town,Karachi,24.933658221717,67.070680260658
3632,Gulshan-e-Iqbal Town,Karachi,24.89964,67.1137
3634,Bahria Town Karachi,Karachi,25.008276,67.30663
3635,Jamshed Road,Karachi,24.88084,67.04170500000001
3639,Gulshan-e-Iqbal Town,Karachi,24.914152,67.10816899999999
3640,Gulistan-e-Jauhar,Karachi,24.926605,67.13039
3645,North Nazimabad,Karachi,24.961832,67.050476
3647,Scheme 33,Karachi,25.009258,67.117195
3649,North Karachi,Karachi,24.983024,67.0681
3651,DHA Defence,Karachi,24.805415081427,67.067491369482
3652,Hawks Bay Scheme 42,Karachi,24.897606,66.84204
3654,North Nazimabad,Karachi,24.956394015907,67.04718947410599
3655,Gulberg Town,Karachi,24.898464,67.0625
3657,North Nazimabad,Karachi,24.948476,67.059474
3659,DHA Defence,Karachi,24.786004007033,67.078603506088
3660,DHA Defence,Karachi,24.788915634155,67.07194519043
3663,Malir,Karachi,24.905433,67.220614
3666,DHA Defence,Karachi,24.832117,67.063637
3672,Gadap Town,Karachi,25.025504921106,67.134302258492
3679,Gulistan-e-Jauhar,Karachi,24.923142,67.134826
3684,Bin Qasim Town,Karachi,24.871252,67.35974
3685,Cotton Export Cooperative Housing Society,Karachi,24.999456,67.128635
3687,Korangi,Karachi,24.837374,67.138453
3689,Jinnah Avenue,Karachi,24.901059,67.180904
3690,Gulshan-e-Iqbal Town,Karachi,24.918194,67.094826
3694,Gulshan-e-Iqbal Town,Karachi,24.941851179056,67.09951400756799
3700,Gulshan-e-Iqbal Town,Karachi,24.903389508493,67.088731527328
3702,Peoples Colony,Karachi,24.945035,67.065446
3713,Gulistan-e-Jauhar,Karachi,24.91318,67.12195600000001
3723,Bin Qasim Town,Karachi,24.871487,67.358795
3725,Jamshed Town,Karachi,24.862453,67.080925
3728,North Karachi,Karachi,24.999380180296,67.054302692413
3729,Lyari Expressway,Karachi,24.894222,67.04565500000001
3731,North Karachi,Karachi,24.961073000000003,67.0665
3739,Gadap Town,Karachi,25.024265409785,67.12688729167
3741,DHA Defence,Islamabad,33.255333818998,73.616101406515
3742,F-7,Islamabad,33.721127,73.057008
3744,Wapda Town,Islamabad,33.65851351888,72.813220024109
3747,G-6,Islamabad,33.720592,73.089466
3753,DHA Defence,Islamabad,33.526417852219,73.176208734512
3754,Chatha Bakhtawar,Islamabad,33.667359999999995,73.15744000000001
3759,G-15,Islamabad,33.631701,72.92139499999999
3764,G-8,Islamabad,33.690603,73.050749
3768,Bahria Town,Islamabad,33.699651,73.22170899999999
3776,Soan Garden,Islamabad,33.562622,73.15959000000001
3779,Rawal Town,Islamabad,33.686032,73.11726800000001
3782,G-11,Islamabad,33.669533,73.00008000000001
3783,G-13,Islamabad,33.650458,72.956636
3790,DHA Defence,Islamabad,33.536815999999995,73.166542
3791,H-13,Islamabad,33.638325,72.97554000000001
3792,DHA Defence,Islamabad,33.527943,73.16139
3800,Bahria Town,Islamabad,33.69847,73.22381
3802,G-9,Islamabad,33.68946,73.03145
3810,Khanna Pul,Islamabad,33.630986218665,73.108960390091
3811,F-6,Islamabad,33.727943,73.08324
3814,Umer Garden,Faisalabad,31.40925,73.12444
3815,Gulistan Colony No 2,Faisalabad,31.447154,73.09375
3816,Quaid-e-Azam Park,Faisalabad,31.40945,73.06291800000001
3818,Gulistan Colony No 2,Faisalabad,31.442789067677,73.09519562870301
3819,Peoples Colony No 2,Faisalabad,31.398118,73.09683299999999
3820,Shahbaz Town,Faisalabad,31.454004,73.06586
3821,Manawala,Faisalabad,31.459125,73.131852
3824,Tariqabad,Faisalabad,31.428480020999,73.106642961502
3825,Nisar Colony,Faisalabad,31.379581,73.06525500000001
