location,city,latitude,longitude
Ameen Park,Lahore,31.586834000000003,74.29482900000001
Mian Mir Colony,Lahore,31.543577000000003,74.36101
Judicial Town,Islamabad,33.796411,73.249746
Munianwala,Faisalabad,31.481746,73.196139
Chakbeli Road,Rawalpindi,33.443863919254,73.170178028483
Munir Garden,Lahore,31.488037109375,74.23320770263699
Gulshan-e-Millat,Karachi,24.861197,67.154875
Kuri Model Town,Islamabad,33.681952,73.18413699999999
Vista Homes,Faisalabad,31.469186,73.095636
Janjua Town,Rawalpindi,33.544556,73.056127
Khurram Colony,Rawalpindi,33.625787,73.09369000000001
Ghausia Colony,Lahore,31.572434,74.413002
Stadium Road,Karachi,24.86613,67.336715
NIH Colony,Islamabad,33.679961,73.147874
Athal,Islamabad,33.730882,73.231434
Akbar Chowk,Faisalabad,31.43963,73.104997
Immad Garden Housing Scheme,Lahore,31.358657,74.3778
Aiza Garden,Islamabad,33.550364,73.150396
Chak Jhumra,Faisalabad,31.570492,73.18386600000001
Siddiqia Mill Colony,Faisalabad,31.390424728394,73.09014129638699
Momin Pura,Rawalpindi,33.608472,73.049548
IBL Housing Scheme,Lahore,31.579778000000005,74.489665
Chibban,Faisalabad,31.434888,73.10266999999999
Rehmanabad,Rawalpindi,33.636516,73.075168
Aria Mohalla,Rawalpindi,33.608375,73.066684
Khayaban-e-Zohra,Lahore,31.444651,74.281611
Expo Avenue Society,Lahore,31.456732,74.258442
Qilla Gujjar Singh,Lahore,31.568590000000004,74.33092099999999
Gulshan-e-Areesha,Karachi,24.940345,67.146684
Maskan Chowrangi,Karachi,24.934847,67.105248
Raja Akhtar Road,Islamabad,33.7464519,73.2009628
Islamabad Colony,Lahore,31.528186,74.29769300000001
Hall Road,Lahore,31.564477,74.31864399999999
Jamal Homes,Lahore,31.427578000000004,74.246667
Suparco Road,Karachi,24.95212,67.127083
Raza Garden,Faisalabad,31.451813,73.1619
Madina Town,Lahore,31.56982,74.425133
Queens Road,Lahore,31.554327,74.320435
Gulshan Rehman,Faisalabad,31.386574,73.117722
Kehkishan Colony No 1,Faisalabad,31.402367,73.134513
Defence Colony,Rawalpindi,33.623169,73.10883199999999
Eden Park,Lahore,31.374046000000003,74.2138
Qasurpura,Lahore,31.5959,74.299164
Ibrahim Colony,Lahore,31.555818557739,74.43190002441399
Rang Mahal,Lahore,31.583215000000003,74.318558
Hassan Goth,Karachi,25.028795,67.092118
Amil Colony,Karachi,24.884539,67.026494
Kehkishan Colony No 2,Faisalabad,31.405151,73.136315
Model Town,Faisalabad,31.424708000000003,73.068688
Muzaffar Colony,Faisalabad,31.376576,73.050792
Mall Road,Lahore,31.556596000000003,74.33398199999999
Madar-e-Millat Road,Lahore,31.442025,74.31722099999999
Islamabad View Valley,Islamabad,33.489352000000004,72.72695999999999
Garja,Rawalpindi,33.561772999999995,72.982199
Millat Road,Lahore,31.52771,74.292579
Susan Road,Faisalabad,31.424694,73.11434799999999
Shaheen Town,Rawalpindi,33.610152,73.121989
"Karachi, Sindh",Karachi,24.862336,67.01389300000001
Naseerabad,Rawalpindi,33.623608472475,72.98317018843001
Shanghai Road,Lahore,31.455949,74.370964
Muqaddas Park,Lahore,31.549781,74.288002
Khudadad Colony,Karachi,24.873652,67.044956
Burj Mandi,Faisalabad,31.656085,73.097287
Rawal Road,Rawalpindi,33.615064000000004,73.081743
Gul Colony,Lahore,31.455025,74.361649
Noor Jahan Road,Lahore,31.509378,74.343787
Al-Jannat Housing Society - Kahna,Lahore,31.360227,74.384958
Abdullah Haroon Road,Karachi,24.848067,67.031176
Ayub Colony,Faisalabad,31.405993,73.055134
Model Colony,Rawalpindi,33.645739,73.093681
Al Madina Avenue,Lahore,31.417079,74.27950799999999
Shahtaj Colony,Lahore,31.488846,74.370232
Darul Aman Society,Karachi,24.875199,67.068398
Wapda Town,Faisalabad,31.483082,73.166882
Al-Hamad Colony (AIT),Lahore,31.522627000000004,74.30465
Gulshan Farooq Scheme,Lahore,31.574736,74.396124
Intelligence Colony,Karachi,24.841912,67.01269599999999
Hill Park,Karachi,24.868021,67.071147
Khayaban-e-Ittehad Road,Karachi,24.813129,67.076319
Allama Iqbal Town,Karachi,24.926879,67.026472
Kuri,Islamabad,33.672181,73.178586
Khana Kacha Road,Lahore,31.373857,74.35592700000001
Tarogill,Lahore,31.363501,74.208896
Altaf Hussain Road,Karachi,24.919284,66.961912
Bagh Sardaran,Rawalpindi,33.6202,73.054412
Sir Syed Chowk,Rawalpindi,33.646199,72.979628
Green Acres Housing Society,Lahore,31.410498,74.237695
Rehman Housing Society,Lahore,31.473392,74.29729499999999
Al Jameel Housing Scheme,Faisalabad,31.407028000000004,73.05455500000001
"Rawalpindi, Punjab",Rawalpindi,33.588311344901,73.03539276123
Raja Bazar,Rawalpindi,33.614422999999995,73.055409
Khalid Abad,Faisalabad,31.410498,73.071685
Divine Homes,Lahore,31.493338,74.416925
Airport Avenue Housing Society,Islamabad,33.536143,72.755002
Malik Colony,Rawalpindi,33.570802,73.001699
Mall Road,Rawalpindi,33.590653,73.054639
Heir,Lahore,31.407676,74.49037299999999
Toheed Park,Lahore,31.551046000000003,74.292245
Saadat Avenue,Lahore,31.482377000000003,74.29543699999999
Chapal Courtyard,Karachi,24.953426,67.144389
I-12,Islamabad,33.629628000000004,73.00241899999999
Kahuta Road,Islamabad,33.526585,73.470111
Umer Valley,Faisalabad,31.467841,73.17931999999999
Lytton Road,Lahore,31.554,74.311302
Rehman Pura,Faisalabad,31.420826,73.05177900000001
Irrigation Cooperative Housing Society,Lahore,31.432197,74.326072
Pakistan Intelligence Bureau Housing Society,Islamabad,33.613451,73.173232
Guru Nanak Pura,Faisalabad,31.415992,73.062079
Marir Hassan,Rawalpindi,33.596740000000004,73.06654
Amina Park,Lahore,31.489185,74.249303
Gujjar Colony,Lahore,31.415186,74.327831
Bagh-e-Korangi,Karachi,24.858398,67.151549
Bawa Chack 120 JB,Faisalabad,31.478758000000003,73.080435
Mominpur,Lahore,31.6012,74.416051
Defence Garden,Lahore,31.439484000000004,74.36439200000001
Naval Farms Housing Scheme,Islamabad,33.721306,73.217903
Chungi No. 22 Road,Rawalpindi,33.577827,73.04101899999999
Gulistan-e-Malir,Karachi,24.870283,67.178589
Bethsaida Colony,Rawalpindi,33.602574,73.000667
Beadon Road,Lahore,31.564148,74.321737
Lakshmi Chowk,Lahore,31.567163467407,74.325103759766
Nabha Road,Lahore,31.565723,74.307428
Pir Naseer,Lahore,31.560705,74.432512
Sadaat Town,Lahore,31.47201,74.425628
Jarahi,Rawalpindi,33.544434,73.04572399999999
Mohlanwal Scheme,Lahore,31.403795,74.172728
circular road,Karachi,25.080332,67.146873
Akalgarh,Rawalpindi,33.620887,73.0517
Lahore Villas,Lahore,31.372625,74.235404
Capital Smart City,Rawalpindi,33.507121000000005,72.875686
Ali Abad,Rawalpindi,33.639812,73.092037
Rehman Park,Lahore,31.547266,74.282459
Garden West,Karachi,24.887559890747,67.02825927734399
Chak 209 RB Akalgarh,Faisalabad,31.413841,73.180059
Dhok Hukamdad,Rawalpindi,33.625201000000004,73.113075
Ahlu Road,Lahore,31.377703000000004,74.37676
Waris Khan,Rawalpindi,33.616728,73.065598
Ahmed Town,Islamabad,33.531531,72.83145400000001
Dhok Elahi Baksh,Rawalpindi,33.611724,73.068216
Officer Colony,Lahore,31.503134000000003,74.369437
Nisbat Road,Lahore,31.569596,74.321026
Javed Bahria Coopretive Housing Society,Karachi,24.873725,66.912678
Abid Majeed Road,Rawalpindi,33.590739,73.037216
Blue Bell Residency,Karachi,24.837117000000003,67.035573
Diglus Pura,Faisalabad,31.415871000000003,73.073577
Saddar,Faisalabad,31.369504,72.939849
Mian Aziz Garden,Lahore,31.588558000000003,74.496808
Chauburji,Lahore,31.554911,74.30449
Jamil Town,Lahore,31.519398,74.27002399999999
Jinnah Avenue,Islamabad,33.709454,73.05543399999999
Others,Rawalpindi,33.618297314213,72.998560035316
Chattar,Islamabad,33.779609680176,73.240226745605
Saifabad,Faisalabad,31.402806,73.033798
Raja Park,Faisalabad,31.382292,73.049591
Taj Colony,Faisalabad,31.441186,73.09236999999999
Gulshan-e-Rehman,Faisalabad,31.466619,73.18678100000001
Rehman Gardens,Faisalabad,31.386322,73.126273
Abdullah Town,Lahore,31.495099,74.24091
Zaman Park,Lahore,31.551733,74.352636
Humaira Town,Karachi,24.910078,67.20000300000001
Katar Bund Road,Lahore,31.474503,74.231476
Lalukhet,Karachi,24.900299,67.032157
Model Town Humak,Rawalpindi,33.538727,73.14743399999999
Al-Raziq Garden,Lahore,31.559283,74.184612
Al Fayaz Colony,Faisalabad,31.395439,73.110849
LDA Avenue,Lahore,31.40918,74.210107
University Town,Islamabad,33.586238,72.887506
Al-Jadeed Residency,Karachi,24.931248,67.25654
Poonch Road,Lahore,31.536209000000003,74.299921
Gulshan View Residence Society,Lahore,31.485859,74.376971
Saidpur,Lahore,31.518877000000003,74.275795
ASF Housing Scheme,Karachi,24.937917,67.153713
Sitara Supreme City,Faisalabad,31.496927000000003,73.072362
Al-Hilal Society,Karachi,24.894248,67.066502
Azmat Town,Islamabad,33.732727000000004,73.172035
Airline Avenue,Islamabad,33.59453161124,72.85574913024901
I-11,Islamabad,33.642308,73.015399
Tulspura,Lahore,31.581206,74.459391
National Town,Lahore,31.561497,74.291997
Tulsa,Rawalpindi,33.567663,73.051529
Engineering Co-operative Housing (ECHS),Islamabad,33.655924,72.842209
Bhatti Colony,Lahore,31.468716,74.319849
Others,Islamabad,33.7294,73.0931
Babar Colony,Rawalpindi,33.618157000000004,73.109415
Rewaz Garden,Lahore,31.559585,74.303647
Doctors Housing Society,Rawalpindi,33.56918,73.127448
Lower Canal Road,Faisalabad,31.412463,73.157133
FDA City,Faisalabad,31.516728000000004,73.08340799999999
Nadeem Town,Lahore,31.499874,74.26253
Askari 5,Rawalpindi,33.584073,73.08662
Allama Iqbal Road,Lahore,31.559198,74.35116500000001
Shuja Road,Lahore,31.519558,74.310112
New Samanabad,Lahore,31.535401,74.306508
Lyari Town,Karachi,24.871486,66.982141
Khayaban-e-Faisal,Rawalpindi,33.60127,73.12201400000001
Samanabad Road,Faisalabad,31.391063,73.071401
Bankers Town,Lahore,31.448371,74.391315
Azeem Garden Shahdara,Lahore,31.668906,74.255742
Maulana Shaukat Ali Road,Lahore,31.476699,74.301438
Gulzar E Ahbab Society,Lahore,31.497267,74.259941
Gujjar Chowk,Karachi,24.854426,67.08511
Harchan Pura,Faisalabad,31.412989000000003,73.064954
Lakhodher,Lahore,31.609241,74.412875
Bankers Colony,Rawalpindi,33.546438,73.061718
Haji Chowk,Rawalpindi,33.630256,73.089402
Dream Villas,Lahore,31.426603000000004,74.251413
Bahria Education & Medical City,Lahore,31.296155,74.319888
E-12,Islamabad,33.691138,72.953153
Labor Colony,Lahore,31.40396,74.214497
Gulnishan Park,Lahore,31.403397,74.231404
Gulshan-e-Zaheer Colony,Rawalpindi,33.580011,73.03307099999999
Al Barkat Villas,Faisalabad,31.377192,73.124949
Faizabad,Rawalpindi,33.662514,73.084356
Model Town,Islamabad,33.704801,73.225157
Gulshan-e-Umair,Karachi,24.939904,67.16690200000001
D-14,Islamabad,33.70341,72.926426
Begum Kot,Lahore,31.617325,74.26702900000001
Mason Road,Lahore,31.552592,74.322788
Qamar Garden,Faisalabad,31.459711,73.15536999999999
Qayyumabad,Karachi,24.827404,67.07865
Gulshan-e-Malir,Karachi,24.880438,67.179402
Others,Karachi,24.8615,67.0099
Niamuana Bypass Road,Faisalabad,31.340631,73.080618
Mangopir,Karachi,24.98174,67.03590600000001
Motorway City,Faisalabad,31.51585,73.070791
Punjab Colony,Karachi,24.830948,67.047329
Lalazar 2,Rawalpindi,33.551679,73.02683
Al-Hafeez Garden Road,Lahore,31.586931,74.47206
Country Homes,Lahore,31.432864,74.470113
Mateen Garden,Lahore,31.6503,74.27006
Kohinoor Town,Faisalabad,31.415799,73.117983
Wireless Residential Colony,Rawalpindi,33.592655344729,73.04282080557701
Ismail City,Faisalabad,31.467713,73.066284
Sultan Colony,Lahore,31.469192,74.42919
Defence Fort,Lahore,31.460255,74.365033
Murree Road,Islamabad,33.76201,73.217792
Sihala Valley,Islamabad,33.551548,73.212615
Bokra Road,Islamabad,33.628883,73.000788
Sea View Apartments,Karachi,24.791838,67.044668
Bakhsh Town,Lahore,31.598545,74.213113
Sundar Industrial Estate,Lahore,31.28838,74.167671
Gulzar Colony,Lahore,31.481889,74.240654
Abdullah City,Faisalabad,31.362066,73.065248
New Green Town,Faisalabad,31.493355,73.109049
Embassy Road,Islamabad,33.72666862966,73.107082843781
Angori Scheme 1,Lahore,31.585137534145,74.382564765377
