location,city,latitude,longitude
Farooq Colony,Lahore,31.478049,74.361212
Ali Alam Garden,Lahore,31.586244,74.461219
National Highway,Karachi,24.862219,67.284222
Defence View Society,Karachi,24.840256,67.079061
Etawa Society,Karachi,25.0039,67.12267
D-12,Islamabad,33.697565000000004,72.944241
Al Huda Town,Islamabad,33.641419,73.197355
E-16,Islamabad,33.657246,72.88815
I-13,Islamabad,33.619087,72.99797099999999
Qutbal Town,Islamabad,33.628058,73.12750799999999
Alipur Farash,Islamabad,33.650690000000004,73.202934
C-18,Islamabad,33.668354,72.826567
Gatwala Chowk,Faisalabad,31.466749,73.19184200000001
Four Season Housing,Faisalabad,31.343191,73.06478
Valencia Gardens,Faisalabad,31.350448,73.059597
Allama Iqbal Colony,Faisalabad,31.386358,73.083158
Bakar Mandi Road,Faisalabad,31.41630331068,73.03860068321201
Nazimabad Villas,Faisalabad,31.40258,73.06144
Nighabanpura,Faisalabad,31.434668,73.10876400000001
Kashmir Road,Faisalabad,31.446369,73.127801
Ravi Gardens,Faisalabad,31.383831,73.13379
Jaranwala Road,Faisalabad,31.403427,73.138339
Green View Colony,Faisalabad,31.445021,73.071737
Air Avenue City,Faisalabad,31.391487,72.995389
Latif Garden,Faisalabad,31.475466831044,73.164352029562
Faisal Gardens,Faisalabad,31.463152,73.173137
Al Noor Garden,Faisalabad,31.421522,73.139779
Dhanola,Faisalabad,31.510399,73.10851
Aslam Shaheed Road,Rawalpindi,33.570273612139,73.04652929306
Quaid-e-Azam Colony,Rawalpindi,33.564463,73.021138
Allahabad Road,Rawalpindi,33.614262,73.007731
Rawat,Rawalpindi,33.478927731863,73.204747438431
Cricket Stadium Road,Rawalpindi,33.681293,73.08114599999999
Sarafa Bazar,Rawalpindi,33.617090000000005,73.05976
Defence Road,Rawalpindi,33.536816067733,73.101267814636
Banaras Colony,Rawalpindi,33.591484,73.102738
Wazir Town,Rawalpindi,33.595514,73.11675699999999
Asghar Mall Road,Rawalpindi,33.627636254825,73.06057333946201
Dhoke Munshi Khan,Rawalpindi,33.639383,73.07736
Awan Town,Rawalpindi,33.621909748311,72.98872232437101
Nussah Town,Rawalpindi,33.621409,73.109972
Al-Falah Cooperative Housing Society,Lahore,31.398386,74.494251
Allama Iqbal Intl Airport,Lahore,31.521482,74.4068
TECH Society,Lahore,31.484967,74.28000899999999
Lahore Press Club Housing Scheme,Lahore,31.577696814483,74.449734985828
Peer Colony,Lahore,31.483795,74.3649
Jora Pull,Lahore,31.548706365858003,74.404091835022
Krishan Nagar,Lahore,31.56742,74.29189699999999
Royal Garden,Lahore,31.573791,74.45408
Super Town,Lahore,31.492578,74.373529
Bait-ul-Raza Colony,Lahore,31.530263,74.28843499999999
Hamza Town,Lahore,31.412439000000003,74.355361
Real Cottages,Lahore,31.488004,74.408813
Main Canal Bank Road,Lahore,31.394581,74.286245
Garrison Homes,Lahore,31.555603,74.41925
Makkah Colony,Lahore,31.499751,74.355125
Pak Park,Lahore,31.505956167403003,74.24393445253399
Nabi Pura,Lahore,31.569904,74.39615
Ali Town,Lahore,31.463563,74.245571
Wahdat Road,Lahore,31.506008,74.29315600000001
Aisha Manzil,Karachi,24.927498,67.064165
Abid Town,Karachi,24.924261,67.082495
Karachi Motorway,Karachi,24.991279,67.174987
Surti Muslim Co-Operative Housing Society,Karachi,24.910215377808,67.198532104492
Bilal Town,Karachi,24.876259,67.17116700000001
Naval Housing Scheme,Karachi,24.838338851929,67.05574798584
Royal City,Islamabad,33.646113,73.236695
Airport Enclave,Islamabad,33.598178000000004,72.85235899999999
Islamabad - Murree Expressway,Islamabad,33.78817153559,73.268036842346
IJP Road,Islamabad,33.635399,73.03257099999999
Iqbal Town,Islamabad,33.647564,73.104529
Madina Town,Islamabad,33.583344,73.151583
Khurianwala,Faisalabad,31.48564362765,73.265290260315
Shadab Colony,Faisalabad,31.405590000000004,73.03594
New Garden Town,Faisalabad,31.392599684437,73.10763135552399
Rehmania Town,Faisalabad,31.407885,73.06531
Chenab Gardens,Faisalabad,31.346967,73.07770699999999
Sir Syed Town,Faisalabad,31.405004,73.07795
Dhoke Hassu,Rawalpindi,33.049786,73.120357
Wah Link Road,Rawalpindi,33.742691,72.731802
Dhoke Gangal,Rawalpindi,33.499095000000004,72.980756
Dhok Gujran,Rawalpindi,33.599194,72.99088
Gulshan-e-Saeed,Rawalpindi,33.553055,73.00927
Punjab University Employees Society,Lahore,31.426905,74.24054100000001
Ahmad Avenue,Lahore,31.44525,74.292762
Sufiabad,Lahore,31.424855,74.36697
Judicial Colony,Lahore,31.463041,74.25386999999999
Al Noor Town,Lahore,31.475706524029004,74.358226228505
Gosha-e-Ahbab,Lahore,31.484161,74.27757700000001
Lahore Cantt Coop Housing,Lahore,31.48493,74.39803
Walton Railway Officers Colony,Lahore,31.488232826986,74.355857670307
Faiz Bagh,Lahore,31.583141,74.33332
Al Jannat Housing Scheme,Lahore,31.431347,74.22012
Manzoor Colony,Lahore,31.564183,74.421104
Jaffaria Colony,Lahore,31.538164,74.28054
Lahore Garden Housing Scheme,Lahore,31.590554,74.208219
Jallo,Lahore,31.595726000000003,74.50145
Gulfishan Colony,Lahore,31.546692,74.29316999999999
Saggian Wala Bypass Road,Lahore,31.598822,74.253586
Gul-e-Damin,Lahore,31.426686,74.284644
PASSCO Housing Society,Lahore,31.463041,74.25386999999999
Jamshed Road,Karachi,24.88084,67.04170500000001
Hawks Bay Scheme 42,Karachi,24.897606,66.84204
Cotton Export Cooperative Housing Society,Karachi,24.999456,67.128635
Peoples Colony,Karachi,24.945035,67.065446
Lyari Expressway,Karachi,24.894222,67.04565500000001
Wapda Town,Islamabad,33.65851351888,72.813220024109
G-6,Islamabad,33.720592,73.089466
Rawal Town,Islamabad,33.686032,73.11726800000001
Umer Garden,Faisalabad,31.40925,73.12444
Gulistan Colony No 2,Faisalabad,31.447154,73.09375
Quaid-e-Azam Park,Faisalabad,31.40945,73.06291800000001
Tariqabad,Faisalabad,31.428480020999,73.106642961502
Daniyal Town,Faisalabad,31.377251,73.116134
Gobind Pura,Faisalabad,31.425064000000003,73.06416
Steam Power Station Colony,Faisalabad,31.451071,73.14361099999999
Zeeshan Colony,Rawalpindi,33.589542,73.02362
Rail View Housing Society,Rawalpindi,33.596886,73.11965699999999
Faisal Colony,Rawalpindi,33.579624,73.038372
Tipu Road,Rawalpindi,33.642242,73.10398
Kacheri Chowk,Rawalpindi,33.585584000000004,73.06748
Askari 9,Rawalpindi,33.605340000000005,73.097802
Badar Colony,Rawalpindi,33.636856,73.038925
Chaklala,Rawalpindi,33.597539000000005,73.08816999999999
Bostan Valley,Rawalpindi,33.565684999999995,73.101524
Ranial,Rawalpindi,33.54107,72.979485
Sheraz Town,Lahore,31.4263,74.28958
Sher Shah Road,Lahore,31.593868,74.357405
Mohlanwal Road,Lahore,31.422634,74.172873
Zubaida Park,Lahore,31.532236,74.290825
Shadman 2,Lahore,31.535451,74.337407
Clifton Colony,Lahore,31.520825,74.302425
Al-Hamd Park,Lahore,31.501251,74.257576
Temple Road,Lahore,31.555655,74.3163
Rehman City - Phase 4,Lahore,31.579365000000003,74.25831
Nai Abadi Harbanspura,Lahore,31.572523,74.42092
Education Town,Lahore,31.494335,74.26878
Khokhar Town,Lahore,31.583992,74.287735
Sarwar Town,Lahore,31.506764,74.246554
Abdali Road,Lahore,31.568747,74.29299
Kalma Chowk,Lahore,31.504331,74.331499
Rustam Park,Lahore,31.544218,74.292496
Kotli Abdur Rahman,Lahore,31.578097,74.391603
Grand Avenues Housing Scheme,Lahore,31.33795,74.38132399999999
Chaudhary Park,Lahore,31.583325,74.292855
Korangi Road,Karachi,24.844366,67.146878
Green Avenue,Islamabad,33.668941,73.151413
Frash Town,Islamabad,33.652051,73.203666
Swan Garden,Islamabad,33.564785,73.157001
Thalian,Islamabad,33.545604,72.917286
Karim Town,Faisalabad,31.386175,73.102723
Sitara Colony,Faisalabad,31.372253000000004,73.03658
Satellite Town,Faisalabad,31.369541,73.06611
Raja Colony,Faisalabad,31.427748,73.05451
Officers Colony,Faisalabad,31.429589,73.142782
Raheem Gardens,Faisalabad,31.372619,73.057237
Madan Pura,Faisalabad,31.433268,73.051089
Lahore - Sheikhupura - Faisalabad Road,Faisalabad,31.463321,73.161076
Gulshan-e-Shamal,Rawalpindi,33.508088,73.04430699999999
Tali Mori,Rawalpindi,33.571525112715,73.043224811554
Ahmad Abad,Rawalpindi,33.570787,73.02381899999999
Dhoke Syedan,Rawalpindi,33.526416,72.644958
Chaudhary Wilayat Khan Road,Rawalpindi,33.577387648507,73.10281343758099
Walait Homes,Rawalpindi,33.600327,73.09151700000001
Eastridge Housing Scheme,Rawalpindi,33.558435,73.099774
Kharak,Lahore,31.507215,74.264848
Canal Fort II,Lahore,31.585176,74.499197
AR Cottages,Lahore,31.495734,74.426671
Fateh Villas,Lahore,31.422382,74.33652
Combo Colony,Lahore,31.528983,74.306331
Hakim Town,Lahore,31.418274,74.29392
Rajgarh Road,Lahore,31.559832,74.301233
Qazi Town,Lahore,31.59495,74.470518
Habibullah Road,Lahore,31.558617,74.343785
Hanif Park Harbanspura,Lahore,31.571397,74.430341
Sanda Road,Lahore,31.56211,74.303696
Mustafa Abad,Lahore,31.257849,74.42025
Siddiqia Colony,Lahore,31.60337,74.33013299999999
China Scheme,Lahore,31.592464,74.366198
Bankers Co-operative Housing Society,Lahore,31.448756,74.394994
Waris Colony,Lahore,31.495469,74.26650500000001
Bahar Colony,Lahore,31.470740000000003,74.34020600000001
Sami Town,Lahore,31.567120000000003,74.413107
UET Housing Society,Lahore,31.40874,74.27623299999999
Alia Town,Lahore,31.60557,74.380595
Waris Road,Lahore,31.548423,74.319806
Dholanwal,Lahore,31.530462,74.28245
Chauburji Park Road,Lahore,31.552428000000003,74.29950699999999
Scheme 45,Karachi,25.075674360106,67.10577964782699
Kashmir Road,Karachi,24.8801565,67.04397510000001
Falaknaz Presidency,Karachi,24.927051,67.173994
Naval Colony,Karachi,24.941298,66.93869000000001
New Shakrial,Islamabad,33.64042,73.11095
Sihala,Islamabad,33.545091,73.196883
Thanda Pani,Islamabad,33.647626907557004,73.223201036453
Koral Chowk,Islamabad,33.604816,73.13029
PECHS,Islamabad,33.586684000000005,72.826599
Riaz ul Jannah,Faisalabad,31.476680755615,73.063026428223
Millat Road,Faisalabad,31.452515,73.09865
Samanabad,Faisalabad,31.389912,73.068855
Nishatabad,Faisalabad,31.45173,73.11709
Canal Garden,Faisalabad,31.459646000000003,73.172035
Ali Housing Colony,Faisalabad,31.408369287648,73.035956025124
Khawaja Islam Road,Faisalabad,31.402765,73.11579499999999
Ahmadabad,Faisalabad,31.446532,73.115973
Jhang Bazar,Faisalabad,31.416576,73.076872
Nemat Colony No 2,Faisalabad,31.410645,73.12688
Kaleem Shaheed Colony No 2,Faisalabad,31.435291,73.02667
Liaquat Town,Faisalabad,31.414637,73.04911899999999
Babuwala,Faisalabad,31.403584742924,73.019288778305
Chah Sultan,Rawalpindi,33.624,73.07522900000001
Mangral Town,Rawalpindi,33.614426077927,73.120240084827
Amarpura,Rawalpindi,33.622471999999995,73.071652
Shakrial,Rawalpindi,33.633452,73.09963
Magistrate Colony,Rawalpindi,33.63434498494001,73.080797195435
Pindora,Rawalpindi,33.643517,73.07052
Dheri Hassanabad,Rawalpindi,33.573544,73.05114
GT Road,Rawalpindi,33.495074,73.196914
New Afzal Town,Rawalpindi,33.590349,73.106135
Asim Town,Lahore,31.57252,74.442116
Chinar Bagh,Lahore,31.319401,74.250741
Islam Nagar,Lahore,31.493155,74.370301
Abdul Sattar Edhi Road,Lahore,31.455089325279,74.236861467361
Heaven Homes,Lahore,31.429278013395,74.244289397975
Kot Khawaja Saeed,Lahore,31.591111,74.354525
Kachupura,Lahore,31.58263,74.33794499999999
Hajvery Housing Scheme,Lahore,31.573161,74.448981
Makki Complex,Lahore,31.452937,74.352108
Ameer-ud-Din Park,Lahore,31.553707,74.40623000000001
Manga - Raiwind Road,Lahore,31.256298,74.21428
Millat Colony,Lahore,31.528256,74.358815
Youhanabad,Lahore,31.411377,74.36525300000001
Kahna Kacha,Lahore,31.367271,74.349266
Cantt View Society,Lahore,31.483982720787,74.41556811354499
Baloch Colony,Karachi,24.867372,67.08259100000001
Mehmoodabad,Karachi,24.853864,67.075562
Khuda Ki Basti,Karachi,25.03256,67.09482
Lines Area,Karachi,24.866179,67.03944
Gizri,Karachi,24.820393,67.0468
Golimar,Karachi,24.89103,67.006905
Tipu Sultan Road,Karachi,24.87612,67.08533
Blue Area,Islamabad,33.713845,73.06097
PAF Tarnol,Islamabad,33.605559,72.846068
Motorway Chowk,Islamabad,33.631691,72.938467
Makkah Garden,Faisalabad,31.508298,73.067842
Al Najaf Colony,Faisalabad,31.40288,73.122153
Kareem Garden,Faisalabad,31.362637,73.14265999999999
Ismail Green Valley,Faisalabad,31.496821,73.113337
Canal Expressway,Faisalabad,31.455928000000004,73.175679
Dhamyal Road,Rawalpindi,33.556438852629,73.024669289589
Chanman Abad,Rawalpindi,33.587435,73.012751
Bakra Mandi,Rawalpindi,33.5725,73.038765
Jumma Market,Rawalpindi,33.652557,73.067955
Transformer Chowk,Rawalpindi,33.633743978622,73.089008107781
Commercial Market,Rawalpindi,33.586109,73.088359
Kalma Chowk,Rawalpindi,33.57258,73.03872
PAF Housing Scheme,Karachi,24.953678,67.18115999999999
KDA Scheme 1,Karachi,24.879856,67.09054
Partab Nagar,Faisalabad,31.410645,73.061554
Johar Colony,Faisalabad,31.457626,73.106445
Waris Pura,Faisalabad,31.381486,73.096232
Dhandharan Chak 66 JB,Faisalabad,31.390352000000004,72.96848100000001
Fazaia Colony,Rawalpindi,33.618783,73.115083
Air Force Housing Society,Rawalpindi,33.622267,73.100574
Lahore - Jaranwala Road,Lahore,31.561062,74.182079
Imran Road,Faisalabad,31.429021,73.130914
Nawaz Colony,Rawalpindi,33.594686,73.125371
Al Haram Garden,Lahore,31.321891,74.36551899999999
Ghaziabad,Rawalpindi,33.574537,73.023752
Bahar Colony,Rawalpindi,33.561291,73.01735
Shadman 1,Lahore,31.537359,74.33070699999999
Lalarukh Colony,Rawalpindi,33.559778,73.01330899999999
Lahore - Islamabad Motorway,Lahore,31.613544300000004,74.2114715
Civil Lines,Karachi,24.84567,67.030077
Park Road,Islamabad,33.66789,73.149333
Tariq Ismail Road,Lahore,31.429436,74.24382
Malir Housing Scheme 1,Karachi,24.887538,67.427639
Khayaban Gardens,Faisalabad,31.473328,73.089108
Saeed Colony,Faisalabad,31.429304,73.12456999999999
Gulbahar Colony,Lahore,31.500117,74.359753
Muslimabad Society,Karachi,24.879255,67.049402
Chaudhary Colony,Lahore,31.529861,74.303155
Prime Homes 1,Lahore,31.427708000000003,74.24672199999999
Nayyab Villas,Lahore,31.490163,74.385595
Royal Residencia,Lahore,31.395979,74.313149
Amir Khusro,Karachi,24.880714,67.080477
Ali View Garden,Lahore,31.489322,74.40684399999999
Abdullah Garden,Islamabad,33.634773754186,72.98415184021
Green City,Lahore,31.521922,74.462242
Saman Berg,Lahore,31.472548,74.30147
Green Park,Lahore,31.503763,74.243489
River Garden,Islamabad,33.551697,73.16601999999999
Mohan Pura,Rawalpindi,33.609223,73.051007
Madina Homes,Lahore,31.425357,74.362532
Race Course Road,Lahore,31.549223,74.33247
Atari Saroba,Lahore,31.429122,74.369925
Fateh Jang Road,Islamabad,33.423207,72.711861
Mumtaz City,Islamabad,33.589205,72.86063399999999
Rabbani Colony,Faisalabad,31.389471,73.10661999999999
Punjab Govt. Servants Housing Foundation,Faisalabad,31.367585,73.13717700000001
Taj Residencia,Rawalpindi,33.588334,72.96737900000001
Jhanda Chichi,Rawalpindi,33.590813804824,73.07496070861801
Dhok Kala Khan,Rawalpindi,33.653209000000004,73.089802
Friends Colony,Rawalpindi,33.603504,72.997584
Pir Wadhai,Rawalpindi,33.632022,73.03920500000001
Nazir Garden Society,Lahore,31.578024,74.467807
Hanjarwal,Lahore,31.486823,74.255145
Gujjarpura,Lahore,31.549770355225,74.427268981934
Altaf Colony,Lahore,31.55346,74.42452
Angoori Bagh,Lahore,31.58263,74.384136
Chur Chowk,Rawalpindi,33.608937,73.010579
Dhok Mangtal,Rawalpindi,33.621802540191,73.04135799408002
Gulistan Fatima Colony,Rawalpindi,33.547453999999995,73.003426
Clifton Township,Rawalpindi,33.527079,73.06450799999999
New Katarian,Rawalpindi,33.645742,73.059804
Yousaf Colony,Rawalpindi,33.580696,73.1015
Ravi Road,Lahore,31.594077,74.30269799999999
Gulbahar Park,Lahore,31.453707,74.228239
HBFC Housing Society,Lahore,31.455684,74.406953
Mushtaq Park - Phase 3,Lahore,31.582484,74.38897800000001
Saqib Town,Lahore,31.474636,74.424378
Mohni Road,Lahore,31.582782,74.302586
Gulshan-e-Jami,Karachi,24.911917000000003,67.19946999999999
Sarai Kharbuza,Islamabad,33.680988,72.905316
Royal Avenue,Islamabad,33.657540999999995,73.16125799999999
Rasool Park,Faisalabad,31.418482,73.13314
Sabzazar,Rawalpindi,33.578663,73.055352
Wapda Colony,Lahore,31.538237,74.358001
Al Hamad Colony,Lahore,31.570214,74.28147299999999
Wafaqi Colony,Lahore,31.476585,74.27435200000001
Rana Town,Lahore,31.685596000000004,74.2717
Rehmanpura (Harbanspura),Lahore,31.576197,74.457871
Ghalib Colony,Lahore,31.529458,74.299936
Public Health Society,Lahore,31.41742,74.21655200000001
Bhogiwal,Lahore,31.585937,74.360069
Shah Khawar Town,Lahore,31.483173,74.41254599999999
Gulshan-e-Ahbab,Lahore,31.492908,74.259142
APP Employees Co-operative Housing Society,Karachi,24.928572,67.157725
Shadman 2,Karachi,24.960194,67.061964
Shah Rasool Colony,Karachi,24.810966,67.03483299999999
Marwa Town,Islamabad,33.629020000000004,73.152889
Mahmoodabad,Faisalabad,31.4313,73.103356
Shams Abad,Rawalpindi,33.651485,73.08069
Gulshan-e-Safeer,Rawalpindi,33.620141,72.994683
Ashraf Colony,Rawalpindi,33.558562,73.026545
Ideal Homes Society,Rawalpindi,33.596446,73.12485
Chaudhary Jan Colony,Rawalpindi,33.582037,73.099496
Hakim Muhammad Ajmal Khan Road,Rawalpindi,33.614271,73.059391
DHA City,Lahore,31.4499,74.210572
NFC 2,Lahore,31.36366,74.155076
Jail Road,Lahore,31.539334000000004,74.335799
Adan Villas,Lahore,31.578747,74.46552
H-11,Islamabad,33.648278999999995,73.008513
Chak 208 RB Dogranwala,Faisalabad,31.425148,73.161879
Younas Town,Faisalabad,31.382585,73.123012
Nanak Pura,Rawalpindi,33.611027,73.053435
Cantt,Rawalpindi,33.597253,73.043993
Nain Sukh,Lahore,31.602584000000004,74.24651899999999
Rajpoot Town,Lahore,31.450339000000003,74.214363
Ilahi Abad,Faisalabad,31.378887,73.10736999999999
Gulberg Valley,Faisalabad,31.40758,73.155067
Al Rehmat Villas,Faisalabad,31.410484000000004,73.151891
Amir Town,Faisalabad,31.459133,73.18245999999999
Kamala Abad,Rawalpindi,33.573506,73.03139499999999
Dubai Town,Lahore,31.414161,74.231944
UMT Society,Lahore,31.452572,74.293304
Shah Kamal Road,Lahore,31.526069641113,74.30744934082
McLeod Road,Lahore,31.569249,74.328082
Guldasht Town,Lahore,31.545515,74.421387
Sahafi Colony,Lahore,31.577371000000003,74.446327
Gulshan-e-Yaseen Housing Society,Lahore,31.608854,74.46042
Saroba Gardens Housing Society,Lahore,31.434094,74.353151
Kamran Chowrangi,Karachi,24.923841,67.137812
Shahra-e-Usman,Karachi,25.014626,67.063959
Faisal Town - F-18,Islamabad,33.616692,72.85899599999999
Civil Lines,Faisalabad,31.440088,73.08448100000001
Mediacom Avenue,Faisalabad,31.435489,73.14030699999999
People Colony,Rawalpindi,33.593326,73.028933
Railway Scheme 9,Rawalpindi,33.596059999999994,73.127045
City Villas,Rawalpindi,33.560433,73.09758000000001
Bilal Colony,Rawalpindi,33.646551,73.086988
Ayub National Park,Rawalpindi,33.567074,73.08319
Al-Wahab Garden - Phase 1,Lahore,31.625415000000004,74.223201
Green Park Society,Lahore,31.488165,74.41930699999999
Azadi Chowk,Lahore,31.591979,74.30533199999999
Mominpura Road,Lahore,31.598287,74.413291
Sunflower Housing Society,Lahore,31.471406,74.253759
Kemari Town,Karachi,24.816965,66.983271
Pakistan Chowk,Karachi,24.854217,67.012351
Khalid Bin Walid Road,Karachi,24.874922,67.05731999999999
Al-Manzar Society,Karachi,25.009434,67.12895300000001
Partal Town,Islamabad,33.640991,73.20405
Police Foundation Housing Society,Islamabad,33.474215,73.198686
Atomic Energy Employee Society,Islamabad,33.480422,73.201904
University Town,Faisalabad,31.496897,73.080618
Ismail Valley,Faisalabad,31.492433,73.05834499999999
Jinnah Colony,Faisalabad,31.420424,73.068065
Hajveeri Town,Faisalabad,31.436719,73.095975
Ghauri Town,Rawalpindi,33.622767,73.127074
Stadium Road,Rawalpindi,33.652690826699,73.076012134552
Committee Chowk,Rawalpindi,33.613076543351,73.065555095454
Liaquat Bagh,Rawalpindi,33.606163,73.06451
Elite Town,Lahore,31.341396000000003,74.375024
Al Fajar Society,Lahore,31.315039,74.37325200000001
Gulshan Colony,Lahore,31.471644,74.351084
Canalberg Housing Society,Lahore,31.476915,74.246936
LDA City,Lahore,31.375476000000003,74.30259699999999
Malik Park,Lahore,31.577512,74.292684
Kashmir Colony,Karachi,24.837672,67.076549
Sohan Valley,Islamabad,33.649494,73.104401
9th Avenue,Islamabad,33.687809,73.045263
Ali Town,Faisalabad,31.400535583496,73.139236450195
Khanna Road,Rawalpindi,33.628433,73.102067
PIA Colony,Rawalpindi,33.603452000000004,73.011125
Rifle Range Road,Lahore,31.489277,74.376471
Lahore - Kasur Road,Lahore,31.40694,74.360382
Dubban Pura,Lahore,31.511833379005,74.260233230889
Pine Villas,Lahore,31.43654,74.192546
PTV Society,Karachi,25.008386,67.118107
MT Khan Road,Karachi,24.845752,67.022147
C-19,Islamabad,33.658424,72.81313399999999
Park View City,Islamabad,33.720586,73.22200600000001
Pindorian,Islamabad,33.64595,73.117622
Tezab Mill Road,Faisalabad,31.412036,73.126159
Gulshan-e-Ali Housing Scheme,Faisalabad,31.365319,73.13608
Punjab Government Servant Housing Foundation (PGSHF),Rawalpindi,33.517469,73.046617
Sherwani Town Housing Scheme,Lahore,31.426172,74.34241999999999
Airline Housing Society,Lahore,31.443218,74.26639399999999
Chah Miran,Lahore,31.590088,74.345241
Mian Amiruddin Park,Lahore,31.553758,74.405465
Ferozepur City,Lahore,31.308609000000004,74.394432
Shahpur Kanjra,Lahore,31.463225,74.201696
Sue-e-Asal,Lahore,31.308767,74.39537
Diamond City,Karachi,24.874796,67.017519
DHA City Karachi,Karachi,24.998466,67.462786
Gulberg,Islamabad,33.597873,73.216817
Phulgran,Islamabad,33.733441,73.20444599999999
Jagiot Road,Islamabad,33.676393,73.21459499999999
Farooqabad,Faisalabad,31.43086,73.118033
Tench Road,Rawalpindi,33.581932,73.03632900000001
Mohallah Raja Sultan,Rawalpindi,33.638718,73.05633900000001
Nadeem Shaheed Road,Lahore,31.522990000000004,74.29809300000001
Railway Officers Colony,Lahore,31.486266,74.356027
Liaquatabad,Lahore,31.563727,74.30259699999999
Batapur,Lahore,31.593122,74.493004
Sunfort Gardens,Lahore,31.446239,74.252808
Gawalmandi,Lahore,31.573197,74.325428
Montgomery Road,Lahore,31.567128000000004,74.327763
D-18,Islamabad,33.653316,72.839949
Islamia Park,Faisalabad,31.436792,73.099751
Farooq-e-Azam Road,Rawalpindi,33.646747761918995,73.08989846693301
Chandni Chowk,Rawalpindi,33.63154,73.07256600000001
Jalal Colony,Lahore,31.56742,74.43126
Shama Road,Lahore,31.540855,74.314871
Davis Road,Lahore,31.55667,74.339926
G-7,Islamabad,33.706063,73.06264399999999
Shehzad Town,Islamabad,33.671872,73.14027800000001
Sahianwala,Faisalabad,31.639098,73.23458199999999
Ameen Town,Rawalpindi,33.642884,73.051608
Kallar Syedan,Rawalpindi,33.415252,73.377829
Dhok Mustaqeem Road,Rawalpindi,33.611903000000005,72.98702800000001
Excise & Taxation Housing Scheme,Lahore,31.455721,74.236336
Sui Gas Employees Cooperative Housing Society,Lahore,31.421172,74.176819
Venus Housing Scheme,Lahore,31.435547,74.34876
Supreme Villas,Lahore,31.401094,74.36339699999999
Civil Defence,Lahore,31.490915,74.387413
Umair Town,Faisalabad,31.484295,73.076408
Defence Fort Housing Scheme,Faisalabad,31.35766,73.066266
Afghanabad,Faisalabad,31.419691,73.056715
New Canal Park,Lahore,31.567377,74.415584
Javed Colony - Ghazi Road,Lahore,31.461066,74.363873
Faisal Ghuman Road,Lahore,31.49632,74.382237
Nasirabad,Lahore,31.454915000000003,74.254189
Haji Park Housing Scheme,Lahore,31.415379,74.341435
Rehman Gardens,Lahore,31.486851,74.408146
Sitara Sapna City,Faisalabad,31.461569,73.063812
Murababad,Faisalabad,31.449936,73.036973
Chak Bahga,Faisalabad,31.481746,73.172364
Rawat Enclave,Rawalpindi,33.493769,73.202927
Imam Bara Road,Rawalpindi,33.623938,73.058936
Ghousia Colony,Rawalpindi,33.650351,73.063556
Singhpura,Lahore,31.582118,74.36491
Yazdani Road,Lahore,31.555641,74.42161800000001
Bahadurabad,Lahore,31.45156,74.377321
Acro Green - Bankers Avenue,Lahore,31.437103000000004,74.482945
Siraj-ud-Daula Road,Karachi,24.879682,67.068985
City Garden,Islamabad,33.519143,72.769285
Gulshan Colony,Faisalabad,31.431858,73.054833
Madina Gardens,Faisalabad,31.365301,73.138832
Faisal Town,Faisalabad,31.458576,73.16035500000001
Judicial Employees Coop Housing Society,Faisalabad,31.488279,73.211578
Zafar ul Haq Road,Rawalpindi,33.617459999999994,73.073427
Shah Khalid Colony,Rawalpindi,33.603968,73.113964
Holy Family Road,Rawalpindi,33.63442,73.059167
Nizamabad,Lahore,31.554802,74.40044499999999
Sitara Colony,Lahore,31.448435,74.35632700000001
Sunderdas Road,Lahore,31.554329,74.34699
Hub River Road,Karachi,24.92909,66.942561
PTV Colony,Islamabad,33.740507,73.196239
Zone 5,Islamabad,33.574998,73.315366
Raheemabad,Rawalpindi,33.599976,73.078259
Mumtaz Colony,Rawalpindi,33.560583,73.058993
TIP Housing Society,Lahore,31.384746000000003,74.261613
Malipura,Lahore,31.583763,74.299972
Abu Alkhair Road,Lahore,31.617241,74.243483
Shah Town,Karachi,24.852831,67.333047
F-15,Islamabad,33.646493,72.919521
Tumair,Islamabad,33.673918,73.287952
7th Avenue,Islamabad,33.718646,73.070927
Illahi Abad,Faisalabad,31.378481,73.108163
Sitara Valley,Faisalabad,31.467252,73.17525
Bilal Nagar,Faisalabad,31.469658000000003,73.105807
Iqbal Town,Faisalabad,31.447996000000003,73.058072
Haji Abad,Faisalabad,31.495707,73.335301
Azizabad,Rawalpindi,33.586559295654,73.02948760986301
Munawar Colony,Rawalpindi,33.55048,73.059787
Asif Town,Lahore,31.407778000000004,74.349064
Old Ravians Co-Operative Housing Society,Karachi,24.93886,67.14528299999999
Golra Road,Islamabad,33.677901,72.956535
Dhoke Dalal Road,Rawalpindi,33.638847,73.04809
PAF Society,Lahore,31.354223,74.237537
Firdous Colony,Lahore,31.544817,74.28054300000001
Samsani Road,Lahore,31.484997460282003,74.259339720011
Gulfishan Town,Lahore,31.63473,74.212122
Aitchison Society,Lahore,31.458925828851,74.255285114541
Sharaqpur Road,Lahore,31.485627,74.121572
Police Society,Karachi,24.963835,67.17929000000001
G-16,Islamabad,33.623158000000004,72.917804
D Ground,Faisalabad,31.406213,73.10726899999999
Infantry Road,Lahore,31.554037,74.366615
Aabpara Coop Housing Society,Lahore,31.443685,74.205662
Sozo Town,Lahore,31.585078000000003,74.484757
"Lahore, Punjab",Lahore,31.545771394936,74.341328144074
